Economic Sector	Subsector	Industry Group	Code	Establishment age code	Year	Number of firms	Number of establishments	Number of employees	Number of establishments born during the last 12 months	Number of establishments exited during the last 12 months	id
31	1	5	20	110	1999	0	0	0	0	0	0100000US
31	5	2	20	110	2001	0	0	0	0	0	0100000US
31	5	2	40	10	1978	29792	31122	529706	31122	0	0100000US
31	6	9	98	20	1978	24221	26244	707947	0	7227	0100000US
32	7	3	20	150	1978	212577	251774	16881085	3729	21062	0100000US
32	7	3	20	1	1979	255685	302989	18901965	31115	33510	0100000US
32	6	2	91	30	1979	20309	22112	723763	744	4640	0100000US
33	1	4	20	1	1980	255012	303608	18745186	31566	30687	0100000US
31	1	2	11	30	1980	18523	19539	529783	687	4280	0100000US
32	1	9	20	1	1981	270724	319525	18217604	40425	25442	0100000US
32	4	1	21	20	1981	20860	22110	571237	0	5267	0100000US
31	1	5	20	40	1981	18227	19113	507369	1863	2467	0100000US
31	5	2	20	150	1981	176113	210109	15381830	5443	12461	0100000US
31	5	2	40	20	1982	23709	25014	629553	0	6153	0100000US
31	6	9	98	30	1982	18341	19459	537226	837	3493	0100000US
32	7	3	20	40	1982	15723	16614	448381	618	2628	0100000US
32	7	3	20	50	1982	16488	17281	470465	509	2330	0100000US
32	6	2	91	1	1983	272876	320871	16278683	30365	30275	0100000US
33	1	4	20	20	1983	19702	20787	527433	0	5366	0100000US
31	1	2	11	50	1983	14163	14933	401813	384	2069	0100000US
32	1	9	20	150	1983	158757	188527	12825051	1779	12505	0100000US
32	4	1	21	10	1984	24885	26315	555621	26315	0	0100000US
31	1	5	20	30	1984	17013	17973	551127	526	3352	0100000US
31	5	2	20	50	1984	14653	15505	513220	402	1996	0100000US
31	5	2	40	150	1984	151010	179004	13200945	1638	11065	0100000US
31	6	9	98	1	1985	282402	329831	17440468	39765	31389	0100000US
32	7	3	20	10	1985	33652	35369	735652	35369	0	0100000US
32	7	3	20	20	1985	19808	21045	537693	0	5326	0100000US
32	6	2	91	50	1985	16822	17765	606329	481	2157	0100000US
33	1	4	20	70	1985	36531	39485	1394853	995	4183	0100000US
31	1	2	11	10	1986	28849	30422	678226	30422	0	0100000US
32	1	9	20	40	1986	15082	15839	439562	409	2472	0100000US
32	4	1	21	60	1986	15260	16080	564360	319	1924	0100000US
31	1	5	20	150	1986	133279	157549	11811580	1221	10692	0100000US
31	5	2	20	10	1987	29101	30401	572324	30401	0	0100000US
31	5	2	40	40	1987	15265	16261	498994	518	2497	0100000US
31	6	9	98	50	1987	13427	14098	415158	342	2044	0100000US
32	7	3	20	60	1987	12262	12936	463021	314	1643	0100000US
32	7	3	20	70	1987	55249	60307	2256877	1233	6332	0100000US
32	6	2	91	10	1988	29731	31893	738248	31893	0	0100000US
33	1	4	20	30	1988	20856	22073	716206	781	3872	0100000US
31	1	2	11	60	1988	12424	13042	416890	329	1486	0100000US
32	1	9	20	150	1988	119221	140110	10849268	1271	8341	0100000US
32	4	1	21	10	1989	29580	31000	609630	31000	0	0100000US
31	1	5	20	30	1989	19946	20974	573757	552	3719	0100000US
31	5	2	20	50	1989	18094	19181	631562	466	2411	0100000US
31	5	2	40	80	1989	19273	20538	862465	361	1580	0100000US
31	6	9	98	150	1989	113055	132795	10529183	1068	8177	0100000US
32	7	3	20	1	1990	293873	341704	17081635	33808	30900	0100000US
32	7	3	20	10	1990	28180	29426	500173	29426	0	0100000US
32	6	2	91	40	1990	17806	18770	557428	529	2729	0100000US
33	1	4	20	60	1990	16484	17493	613137	373	2053	0100000US
31	1	2	11	150	1990	107688	126526	10041337	958	6989	0100000US
32	1	9	20	20	1991	21308	22377	481313	0	5966	0100000US
32	4	1	21	40	1991	18223	19689	635846	462	3125	0100000US
31	1	5	20	60	1991	15893	16810	621237	338	1954	0100000US
31	5	2	20	80	1991	34097	36776	1457927	486	2900	0100000US
31	5	2	40	10	1992	23043	23780	409965	23780	0	0100000US
31	6	9	98	20	1992	19390	20304	418710	0	5526	0100000US
32	7	3	20	30	1992	18216	19161	460554	567	3734	0100000US
32	7	3	20	40	1992	17454	18419	515877	488	2900	0100000US
32	6	2	91	70	1992	55464	60228	2309444	1039	5945	0100000US
33	1	4	20	150	1992	96800	113512	8817196	710	6717	0100000US
31	1	2	11	20	1993	18436	19135	434846	0	4762	0100000US
32	1	9	20	50	1993	15988	16864	505325	432	2060	0100000US
32	4	1	21	70	1993	57190	62203	2338570	1178	5430	0100000US
31	1	5	20	90	1993	7869	8359	390385	108	553	0100000US
31	5	2	20	1	1994	291221	337397	16076631	30364	28620	0100000US
31	5	2	40	30	1994	16456	17077	479033	434	2986	0100000US
31	6	9	98	40	1994	15106	15861	378681	398	2224	0100000US
32	7	3	20	50	1994	14823	15594	436221	390	1984	0100000US
32	7	3	20	60	1994	14701	15505	492428	348	1684	0100000US
32	6	2	91	90	1994	14852	15734	711790	192	1028	0100000US
33	1	4	20	1	1995	293001	339281	16497873	30375	27315	0100000US
31	1	2	11	30	1995	17014	17753	435729	500	3149	0100000US
32	1	9	20	60	1995	13674	14374	445652	329	1523	0100000US
32	4	1	21	80	1995	38804	42017	1931353	541	2586	0100000US
31	1	5	20	150	1995	85435	99961	8211956	586	4653	0100000US
31	5	2	20	10	1996	23934	24848	382059	24848	0	0100000US
31	5	2	40	40	1996	15119	15749	414590	394	2427	0100000US
31	6	9	98	50	1996	13422	13914	446235	298	1724	0100000US
32	7	3	20	60	1996	12646	13263	372998	286	1471	0100000US
32	7	3	20	70	1996	58027	63742	2488881	1118	5336	0100000US
32	6	2	91	150	1996	81211	95148	7767956	515	4505	0100000US
33	1	4	20	10	1997	23580	24471	431707	24471	0	0100000US
31	1	2	11	40	1997	15702	16352	456106	400	2396	0100000US
32	1	9	20	70	1997	55906	61054	2287663	1043	5592	0100000US
32	4	1	21	90	1997	32395	34992	1755454	344	2097	0100000US
31	1	5	20	1	1998	294325	340671	16711134	27760	26525	0100000US
31	5	2	20	20	1998	19243	20090	463813	0	4359	0100000US
31	5	2	40	50	1998	14290	14906	452751	310	1810	0100000US
31	6	9	98	60	1998	12596	13117	394782	256	1370	0100000US
32	7	3	20	70	1998	54594	59303	2264906	1024	4863	0100000US
32	7	3	20	80	1998	43257	47181	2223636	595	2884	0100000US
32	6	2	91	150	1998	74839	87702	7464954	468	3861	0100000US
33	1	4	20	10	1999	19598	20766	407680	20766	0	0100000US
31	1	2	11	40	1999	14864	15506	384143	415	2310	0100000US
32	1	9	20	70	1999	52634	56667	2049107	979	4994	0100000US
32	4	1	21	90	1999	30663	33166	1682241	280	1877	0100000US
31	1	5	20	150	1999	71638	84040	7157795	427	3948	0100000US
31	5	2	20	10	2000	19008	20305	441954	20305	0	0100000US
31	5	2	40	40	2000	14921	15632	431198	446	2288	0100000US
31	6	9	98	50	2000	13412	14019	369044	322	1755	0100000US
32	7	3	20	60	2000	12760	13318	411083	268	1622	0100000US
32	7	3	20	70	2000	51053	54921	1958603	951	5019	0100000US
32	6	2	91	100	2000	16230	17344	927670	133	997	0100000US
33	1	4	20	1	2001	284859	332190	15901839	24042	27784	0100000US
31	1	2	11	30	2001	14059	15052	401004	432	2422	0100000US
32	1	9	20	60	2001	12425	12984	341737	323	1559	0100000US
32	4	1	21	80	2001	44038	48380	2197082	595	3421	0100000US
31	1	5	20	100	2001	20778	22371	1192378	164	1232	0100000US
31	5	2	20	1	2002	282948	329782	14523927	24236	33051	0100000US
31	5	2	40	30	2002	13596	14647	386430	446	2775	0100000US
31	6	9	98	40	2002	12447	13307	340999	404	2163	0100000US
32	7	3	20	50	2002	13150	13917	381854	394	1964	0100000US
32	7	3	20	60	2002	12695	13264	368150	348	1918	0100000US
32	6	2	91	90	2002	33498	36377	1660420	434	2808	0100000US
33	1	4	20	150	2002	63149	73727	5736060	487	4919	0100000US
31	1	2	11	20	2003	14740	15701	372677	0	3800	0100000US
32	1	9	20	50	2003	11245	12005	322761	313	1630	0100000US
32	4	1	21	70	2003	49965	53585	1594737	1152	5585	0100000US
31	1	5	20	90	2003	34119	37104	1653661	456	2486	0100000US
31	5	2	20	110	2003	4965	5248	274876	55	324	0100000US
31	5	2	40	10	2004	16964	17909	285166	17909	0	0100000US
31	6	9	98	20	2004	13566	14376	271996	0	3457	0100000US
32	7	3	20	30	2004	13016	13860	351669	379	2299	0100000US
32	7	3	20	40	2004	11221	12083	301260	351	1794	0100000US
32	6	2	91	70	2004	49242	53056	1602936	1056	5151	0100000US
33	1	4	20	90	2004	35152	38506	1752357	480	2414	0100000US
31	1	2	11	150	2004	57577	67044	5192047	463	3521	0100000US
32	1	9	20	20	2005	13598	14296	265750	0	3472	0100000US
32	4	1	21	40	2005	11749	12481	346024	350	1692	0100000US
31	1	5	20	60	2005	9917	10700	322508	301	1229	0100000US
31	5	2	20	80	2005	38200	41007	1497684	688	3015	0100000US
31	5	2	40	110	2005	12958	13803	703746	126	779	0100000US
31	6	9	98	150	2005	55053	64152	5045893	480	3196	0100000US
32	7	3	20	1	2006	268640	313572	13611611	25088	26083	0100000US
32	7	3	20	10	2006	19095	20468	302129	20468	0	0100000US
32	6	2	91	40	2006	10674	11301	260315	305	1643	0100000US
33	1	4	20	60	2006	9286	10009	293943	297	1253	0100000US
31	1	2	11	90	2006	34289	37625	1723802	534	2501	0100000US
32	1	9	20	150	2006	52506	61232	4867830	415	3246	0100000US
32	4	1	21	10	2007	16960	17707	247881	17707	0	0100000US
31	1	5	20	30	2007	12213	12934	256360	299	1955	0100000US
31	5	2	20	50	2007	9770	10312	242315	265	1250	0100000US
31	5	2	40	80	2007	37709	40365	1442973	650	2911	0100000US
31	6	9	98	90	2007	33192	36300	1535365	431	2323	0100000US
32	7	3	20	100	2007	26456	28672	1396952	298	1698	0100000US
32	7	3	20	110	2007	20883	22585	1186373	226	1303	0100000US
32	6	2	91	10	2008	15032	15974	228276	15974	0	0100000US
33	1	4	20	30	2008	13537	14503	272236	231	2345	0100000US
31	1	2	11	60	2008	8664	9121	227434	139	1074	0100000US
32	1	9	20	90	2008	31823	34577	1466204	356	2153	0100000US
32	4	1	21	110	2008	23675	25766	1371314	218	1383	0100000US
31	1	5	20	1	2009	250392	292784	11559307	16499	28185	0100000US
31	5	2	20	20	2009	11701	12363	192299	0	3628	0100000US
31	5	2	40	50	2009	9476	10007	205308	211	1575	0100000US
31	6	9	98	60	2009	8631	9113	209957	177	1257	0100000US
32	7	3	20	70	2009	36732	40482	1202100	710	4513	0100000US
32	7	3	20	80	2009	35709	38534	1275319	527	3451	0100000US
32	6	2	91	110	2009	26358	28726	1395874	223	1749	0100000US
33	1	4	20	1	2010	241529	282700	10829797	16326	26369	0100000US
31	1	2	11	30	2010	9989	10557	175977	323	2141	0100000US
32	1	9	20	60	2010	8553	9040	184875	239	1267	0100000US
32	4	1	21	80	2010	33634	36529	1149702	700	3312	0100000US
31	1	5	20	100	2010	27798	30440	1294586	342	2032	0100000US
31	5	2	20	150	2010	44089	51284	3669923	309	2643	0100000US
31	5	2	40	20	2011	9120	9755	158919	0	2314	0100000US
31	6	9	98	30	2011	8750	9382	175574	338	1443	0100000US
32	7	3	20	40	2011	9166	9677	170008	409	1354	0100000US
32	7	3	20	50	2011	8819	9284	173797	371	1269	0100000US
32	6	2	91	80	2011	31942	34981	1164429	806	2618	0100000US
33	1	4	20	100	2011	26685	29247	1263958	406	1729	0100000US
31	1	2	11	1	2012	239601	280127	11159235	18168	19303	0100000US
32	1	9	20	30	2012	8173	8747	162447	279	1273	0100000US
32	4	1	21	50	2012	8554	9027	177521	326	950	0100000US
31	1	5	20	70	2012	36769	40053	1054851	1045	3332	0100000US
31	5	2	20	90	2012	28324	30310	1115402	563	1754	0100000US
31	5	2	40	150	2012	41125	47856	3603089	345	1939	0100000US
31	6	9	98	1	2013	235157	275190	11214938	16866	19150	0100000US
32	7	3	20	10	2013	12524	12954	155428	12954	0	0100000US
32	7	3	20	20	2013	10359	10728	152510	0	2475	0100000US
32	6	2	91	50	2013	7235	7797	176376	214	888	0100000US
33	1	4	20	70	2013	35483	38540	987312	878	3191	0100000US
31	1	2	11	100	2013	24930	27078	1188510	348	1470	0100000US
32	1	9	20	1	2014	235435	275989	11347152	17551	18060	0100000US
32	4	1	21	20	2014	10208	10592	157356	0	2273	0100000US
31	1	5	20	40	2014	8249	8653	160338	246	1067	0100000US
31	5	2	20	60	2014	6832	7353	179410	182	694	0100000US
31	5	2	40	90	2014	28208	30443	1165135	457	1652	0100000US
31	6	9	98	100	2014	24161	26007	1115396	345	1291	0100000US
32	7	3	20	110	2014	42836	47924	2461833	455	2280	0100000US
32	7	3	20	150	2014	38323	44652	3496443	293	1757	0100000US
32	6	2	91	20	2015	10786	11448	190901	0	2289	0100000US
33	1	4	20	40	2015	8529	8847	165523	244	1058	0100000US
31	1	2	11	70	2015	34214	37289	960858	847	2817	0100000US
32	1	9	20	100	2015	23296	25074	1103572	322	1378	0100000US
32	4	1	21	150	2015	37016	43238	3485532	257	1659	0100000US
31	1	5	20	10	2016	13663	14514	162719	14514	0	0100000US
31	5	2	20	30	2016	9811	10436	189491	286	1348	0100000US
31	5	2	40	60	2016	7155	7505	162524	203	706	0100000US
31	6	9	98	70	2016	32053	35039	901831	696	2838	0100000US
32	7	3	20	80	2016	27458	30161	1060197	478	1884	0100000US
32	7	3	20	90	2016	26031	28652	1156302	354	1567	0100000US
32	6	2	91	150	2016	35691	41825	3439643	247	1621	0100000US
33	1	4	20	10	2017	13603	14338	187380	14338	0	0100000US
31	1	2	11	40	2017	8931	9490	191357	228	1171	0100000US
32	1	9	20	70	2017	29660	32306	849733	608	2741	0100000US
32	4	1	21	90	2017	24545	27329	1161289	353	1634	0100000US
31	1	5	20	110	2017	49925	56695	3057571	471	2893	0100000US
31	5	2	20	1	2018	230134	273966	11859412	17762	18321	0100000US
31	5	2	40	30	2018	10207	10919	171462	306	1460	0100000US
31	6	9	98	40	2018	9280	9932	190102	257	1120	0100000US
32	7	3	20	50	2018	8266	8801	194444	209	885	0100000US
32	7	3	20	60	2018	7195	7480	158451	177	730	0100000US
32	6	2	91	90	2018	23711	26581	1160996	375	1462	0100000US
33	1	4	20	110	2018	51743	58881	3261014	515	2827	0100000US
31	1	2	11	40	1978	0	0	0	0	0	0100000US
32	1	9	20	70	1978	0	0	0	0	0	0100000US
32	4	1	21	90	1978	0	0	0	0	0	0100000US
31	1	5	20	110	1978	0	0	0	0	0	0100000US
31	5	2	20	50	1979	0	0	0	0	0	0100000US
31	5	2	40	80	1979	0	0	0	0	0	0100000US
31	6	9	98	90	1979	0	0	0	0	0	0100000US
32	7	3	20	100	1979	0	0	0	0	0	0100000US
32	7	3	20	110	1979	0	0	0	0	0	0100000US
32	6	2	91	70	1980	0	0	0	0	0	0100000US
33	1	4	20	90	1980	0	0	0	0	0	0100000US
31	1	2	11	60	1981	0	0	0	0	0	0100000US
32	1	9	20	90	1981	0	0	0	0	0	0100000US
32	4	1	21	110	1981	0	0	0	0	0	0100000US
31	1	5	20	80	1982	0	0	0	0	0	0100000US
31	5	2	20	100	1982	0	0	0	0	0	0100000US
31	5	2	40	90	1983	0	0	0	0	0	0100000US
31	6	9	98	100	1983	0	0	0	0	0	0100000US
32	7	3	20	110	1983	0	0	0	0	0	0100000US
32	7	3	20	80	1984	0	0	0	0	0	0100000US
32	6	2	91	110	1984	0	0	0	0	0	0100000US
33	1	4	20	90	1985	0	0	0	0	0	0100000US
31	1	2	11	80	1986	0	0	0	0	0	0100000US
32	1	9	20	110	1986	0	0	0	0	0	0100000US
32	4	1	21	90	1987	0	0	0	0	0	0100000US
31	1	5	20	110	1987	0	0	0	0	0	0100000US
31	5	2	20	100	1988	0	0	0	0	0	0100000US
31	5	2	40	100	1989	0	0	0	0	0	0100000US
31	6	9	98	110	1989	0	0	0	0	0	0100000US
32	7	3	20	90	1990	0	0	0	0	0	0100000US
32	7	3	20	100	1990	0	0	0	0	0	0100000US
32	6	2	91	100	1991	0	0	0	0	0	0100000US
33	1	4	20	90	1992	0	0	0	0	0	0100000US
31	1	2	11	100	1993	0	0	0	0	0	0100000US
32	1	9	20	110	1994	0	0	0	0	0	0100000US
32	4	1	21	110	1995	0	0	0	0	0	0100000US
31	1	5	20	110	1996	0	0	0	0	0	0100000US
31	5	2	20	110	1997	0	0	0	0	0	0100000US
31	5	2	40	110	2000	0	0	0	0	0	0100000US
31	6	9	98	110	2001	0	0	0	0	0	0100000US
32	7	3	20	110	2002	0	0	0	0	0	0100000US
32	7	3	20	1	1978	262447	309140	18118738	34851	28289	0100000US
32	6	2	91	150	1978	212577	251774	16881085	3729	21062	0100000US
33	1	4	20	10	1979	25378	26762	514434	26762	0	0100000US
31	1	2	11	150	1979	193856	231033	17103332	3609	20938	0100000US
32	1	9	20	20	1980	19240	20430	502320	0	6386	0100000US
32	4	1	21	40	1980	17856	19489	689495	604	3235	0100000US
31	1	5	20	1	1981	270724	319525	18217604	40425	25442	0100000US
31	5	2	20	20	1981	20860	22110	571237	0	5267	0100000US
31	5	2	40	50	1981	17036	18459	652877	977	2157	0100000US
31	6	9	98	150	1981	176113	210109	15381830	5443	12461	0100000US
32	7	3	20	1	1982	271895	320897	17478675	30855	30404	0100000US
32	7	3	20	10	1982	24924	26177	572388	26177	0	0100000US
32	6	2	91	40	1982	15723	16614	448381	618	2628	0100000US
33	1	4	20	60	1982	15741	17040	612218	493	2196	0100000US
31	1	2	11	10	1983	25293	26451	478813	26451	0	0100000US
32	1	9	20	40	1983	16117	17098	489945	451	2785	0100000US
32	4	1	21	60	1983	15034	15743	441141	377	1916	0100000US
31	1	5	20	150	1983	158757	188527	12825051	1779	12505	0100000US
31	5	2	20	10	1984	24885	26315	555621	26315	0	0100000US
31	5	2	40	40	1984	18424	19461	620551	453	2683	0100000US
31	6	9	98	50	1984	14653	15505	513220	402	1996	0100000US
32	7	3	20	60	1984	12987	13693	424068	319	1534	0100000US
32	7	3	20	70	1984	26971	29032	1023191	678	2960	0100000US
32	6	2	91	10	1985	33652	35369	735652	35369	0	0100000US
33	1	4	20	30	1985	17134	17993	470036	559	3475	0100000US
31	1	2	11	60	1985	13431	14187	500595	375	1702	0100000US
32	1	9	20	1	1986	281621	328891	16991715	34124	33439	0100000US
32	4	1	21	20	1986	25699	27183	703752	0	7982	0100000US
31	1	5	20	40	1986	15082	15839	439562	409	2472	0100000US
31	5	2	20	60	1986	15260	16080	564360	319	1924	0100000US
31	5	2	40	1	1987	282101	328603	16628758	34938	34439	0100000US
31	6	9	98	10	1987	29101	30401	572324	30401	0	0100000US
32	7	3	20	20	1987	22842	24133	658590	0	6462	0100000US
32	7	3	20	30	1987	22368	23649	649587	831	4389	0100000US
32	6	2	91	60	1987	12262	12936	463021	314	1643	0100000US
33	1	4	20	150	1987	124594	146818	11114207	1299	11072	0100000US
31	1	2	11	20	1988	22963	24090	571285	0	6364	0100000US
32	1	9	20	50	1988	13799	14707	487561	350	1946	0100000US
32	4	1	21	70	1988	53211	57757	2228293	1190	5287	0100000US
31	1	5	20	150	1988	119221	140110	10849268	1271	8341	0100000US
31	5	2	20	10	1989	29580	31000	609630	31000	0	0100000US
31	5	2	40	40	1989	18664	19753	709108	529	2867	0100000US
31	6	9	98	50	1989	18094	19181	631562	466	2411	0100000US
32	7	3	20	60	1989	12543	13359	480972	291	1667	0100000US
32	7	3	20	70	1989	51385	55696	2212877	1009	5282	0100000US
32	6	2	91	1	1990	293873	341704	17081635	33808	30900	0100000US
33	1	4	20	20	1990	23748	25001	601457	0	5943	0100000US
31	1	2	11	50	1990	16966	17964	676586	423	2200	0100000US
32	1	9	20	80	1990	26222	28176	1178011	394	2100	0100000US
32	4	1	21	1	1991	294523	341921	16099387	29948	33860	0100000US
31	1	5	20	20	1991	21308	22377	481313	0	5966	0100000US
31	5	2	20	40	1991	18223	19689	635846	462	3125	0100000US
31	5	2	40	70	1991	55990	60680	2228746	1078	5811	0100000US
31	6	9	98	80	1991	34097	36776	1457927	486	2900	0100000US
32	7	3	20	150	1991	103876	121636	9201605	742	7829	0100000US
32	7	3	20	1	1992	286929	333232	15893415	27866	32790	0100000US
32	6	2	91	30	1992	18216	19161	460554	567	3734	0100000US
33	1	4	20	50	1992	16265	17551	610261	387	2498	0100000US
31	1	2	11	80	1992	41379	44826	1859660	560	3541	0100000US
32	1	9	20	10	1993	24750	25631	434536	25631	0	0100000US
32	4	1	21	30	1993	16888	17725	405799	467	3102	0100000US
31	1	5	20	50	1993	15988	16864	505325	432	2060	0100000US
31	5	2	20	70	1993	57190	62203	2338570	1178	5430	0100000US
31	5	2	40	150	1993	92735	108553	8517948	745	5587	0100000US
31	6	9	98	1	1994	291221	337397	16076631	30364	28620	0100000US
32	7	3	20	10	1994	25248	26237	451633	26237	0	0100000US
32	7	3	20	20	1994	19706	20496	439819	0	5141	0100000US
32	6	2	91	50	1994	14823	15594	436221	390	1984	0100000US
33	1	4	20	70	1994	59107	64777	2543842	1155	5543	0100000US
31	1	2	11	150	1994	89124	104327	8305467	707	5173	0100000US
32	1	9	20	20	1995	20286	21156	472525	0	4873	0100000US
32	4	1	21	40	1995	14761	15307	485160	402	2140	0100000US
31	1	5	20	60	1995	13674	14374	445652	329	1523	0100000US
31	5	2	20	80	1995	38804	42017	1931353	541	2586	0100000US
31	5	2	40	1	1996	292240	338408	16134500	28635	28370	0100000US
31	6	9	98	10	1996	23934	24848	382059	24848	0	0100000US
32	7	3	20	20	1996	20104	20942	447957	0	5186	0100000US
32	7	3	20	30	1996	17607	18350	455660	399	3269	0100000US
32	6	2	91	60	1996	12646	13263	372998	286	1471	0100000US
33	1	4	20	80	1996	41111	44558	2004047	510	2901	0100000US
31	1	2	11	1	1997	292545	337948	16361886	28275	29288	0100000US
32	1	9	20	30	1997	17452	18182	446336	456	3223	0100000US
32	4	1	21	50	1997	13664	14229	409057	314	1837	0100000US
31	1	5	20	70	1997	55906	61054	2287663	1043	5592	0100000US
31	5	2	20	90	1997	32395	34992	1755454	344	2097	0100000US
31	5	2	40	10	1998	22774	23948	458999	23948	0	0100000US
31	6	9	98	20	1998	19243	20090	463813	0	4359	0100000US
32	7	3	20	30	1998	16687	17388	398192	413	2948	0100000US
32	7	3	20	40	1998	15602	16286	450756	358	2304	0100000US
32	6	2	91	70	1998	54594	59303	2264906	1024	4863	0100000US
33	1	4	20	90	1998	31631	34071	1768555	324	1772	0100000US
31	1	2	11	1	1999	290178	337124	16460120	24731	28067	0100000US
32	1	9	20	30	1999	16714	17516	433991	507	3053	0100000US
32	4	1	21	50	1999	14095	14704	431983	325	1899	0100000US
31	1	5	20	70	1999	52634	56667	2049107	979	4994	0100000US
31	5	2	20	90	1999	30663	33166	1682241	280	1877	0100000US
31	5	2	40	1	2000	285603	332845	16373179	24169	27782	0100000US
31	6	9	98	10	2000	19008	20305	441954	20305	0	0100000US
32	7	3	20	20	2000	15737	16777	414403	0	3893	0100000US
32	7	3	20	30	2000	16137	17094	461866	478	2889	0100000US
32	6	2	91	60	2000	12760	13318	411083	268	1622	0100000US
33	1	4	20	80	2000	45341	49903	2378020	557	3466	0100000US
31	1	2	11	150	2000	68468	80376	6878670	399	3882	0100000US
32	1	9	20	20	2001	15739	16940	441397	0	3916	0100000US
32	4	1	21	40	2001	14619	15482	449083	439	2208	0100000US
31	1	5	20	60	2001	12425	12984	341737	323	1559	0100000US
31	5	2	20	80	2001	44038	48380	2197082	595	3421	0100000US
31	5	2	40	150	2001	65825	77117	6461275	415	3897	0100000US
31	6	9	98	1	2002	282948	329782	14523927	24236	33051	0100000US
32	7	3	20	10	2002	18506	19593	396764	19593	0	0100000US
32	7	3	20	20	2002	14495	15608	343827	0	4266	0100000US
32	6	2	91	50	2002	13150	13917	381854	394	1964	0100000US
33	1	4	20	70	2002	50638	54238	1684546	1188	6147	0100000US
31	1	2	11	100	2002	26254	28386	1395968	292	2067	0100000US
32	1	9	20	10	2003	16612	17537	277940	17537	0	0100000US
32	4	1	21	30	2003	12553	13506	314059	415	2466	0100000US
31	1	5	20	50	2003	11245	12005	322761	313	1630	0100000US
31	5	2	20	70	2003	49965	53585	1594737	1152	5585	0100000US
31	5	2	40	100	2003	25224	27200	1324717	286	1672	0100000US
31	6	9	98	110	2003	4965	5248	274876	55	324	0100000US
32	7	3	20	150	2003	60199	70199	5464524	503	3965	0100000US
32	7	3	20	1	2004	273530	318476	13722079	22185	26717	0100000US
32	6	2	91	30	2004	13016	13860	351669	379	2299	0100000US
33	1	4	20	50	2004	10901	11749	332455	347	1547	0100000US
31	1	2	11	80	2004	39639	42659	1548672	629	3072	0100000US
32	1	9	20	110	2004	9335	9858	504427	85	569	0100000US
32	4	1	21	1	2005	269305	313809	13650122	22137	25782	0100000US
31	1	5	20	20	2005	13598	14296	265750	0	3472	0100000US
31	5	2	20	40	2005	11749	12481	346024	350	1692	0100000US
31	5	2	40	70	2005	46858	50764	1553319	1136	4798	0100000US
31	6	9	98	80	2005	38200	41007	1497684	688	3015	0100000US
32	7	3	20	90	2005	35692	39132	1793681	498	2569	0100000US
32	7	3	20	100	2005	24500	26511	1302006	300	1475	0100000US
32	6	2	91	1	2006	268640	313572	13611611	25088	26083	0100000US
33	1	4	20	20	2006	13809	14605	261613	0	3263	0100000US
31	1	2	11	50	2006	10680	11360	336638	289	1434	0100000US
32	1	9	20	80	2006	37344	40028	1471463	678	3176	0100000US
32	4	1	21	100	2006	25770	27916	1343241	321	1672	0100000US
31	1	5	20	150	2006	52506	61232	4867830	415	3246	0100000US
31	5	2	20	10	2007	16960	17707	247881	17707	0	0100000US
31	5	2	40	40	2007	10923	11525	261200	287	1566	0100000US
31	6	9	98	50	2007	9770	10312	242315	265	1250	0100000US
32	7	3	20	60	2007	10116	10779	328554	238	1056	0100000US
32	7	3	20	70	2007	42577	46962	1531948	983	4140	0100000US
32	6	2	91	100	2007	26456	28672	1396952	298	1698	0100000US
33	1	4	20	150	2007	50472	58805	4620033	383	2996	0100000US
31	1	2	11	20	2008	13300	13950	225102	0	3557	0100000US
32	1	9	20	50	2008	9593	10136	245180	201	1330	0100000US
32	4	1	21	70	2008	39777	44016	1447782	729	4142	0100000US
31	1	5	20	90	2008	31823	34577	1466204	356	2153	0100000US
31	5	2	20	110	2008	23675	25766	1371314	218	1383	0100000US
31	5	2	40	10	2009	12354	13197	192082	13197	0	0100000US
31	6	9	98	20	2009	11701	12363	192299	0	3628	0100000US
32	7	3	20	30	2009	11012	11584	189510	299	2574	0100000US
32	7	3	20	40	2009	11739	12576	231844	266	2199	0100000US
32	6	2	91	70	2009	36732	40482	1202100	710	4513	0100000US
33	1	4	20	90	2009	30134	32424	1192394	344	2497	0100000US
31	1	2	11	150	2009	46089	53674	3944131	287	2755	0100000US
32	1	9	20	20	2010	9712	10417	175235	0	2753	0100000US
32	4	1	21	40	2010	9628	10136	170600	390	1855	0100000US
31	1	5	20	60	2010	8553	9040	184875	239	1267	0100000US
31	5	2	20	80	2010	33634	36529	1149702	700	3312	0100000US
31	5	2	40	110	2010	28927	31701	1477830	314	1961	0100000US
31	6	9	98	150	2010	44089	51284	3669923	309	2643	0100000US
32	7	3	20	1	2011	238562	279265	10926328	17950	21706	0100000US
32	7	3	20	10	2011	12369	12895	153572	12895	0	0100000US
32	6	2	91	40	2011	9166	9677	170008	409	1354	0100000US
33	1	4	20	60	2011	9675	10360	211493	355	1201	0100000US
31	1	2	11	90	2011	28174	30168	1094721	545	1995	0100000US
32	1	9	20	150	2011	42472	49401	3617692	390	2225	0100000US
32	4	1	21	10	2012	13071	13466	152929	13466	0	0100000US
31	1	5	20	30	2012	8173	8747	162447	279	1273	0100000US
31	5	2	20	50	2012	8554	9027	177521	326	950	0100000US
31	5	2	40	80	2012	30649	33856	1206163	700	2305	0100000US
31	6	9	98	90	2012	28324	30310	1115402	563	1754	0100000US
