Dept_Code,Department,Div_Code,Division,Cost_Center,CostCenterKey
58,Capital Area Workforce Development,5810,National Emergency Grants,2015 IT Career Pathway NEG,58_5810_2015 IT Career Pathway NEG
58,Capital Area Workforce Development,5810,National Emergency Grants,Hurricane Matthew DREP,58_5810_Hurricane Matthew DREP
58,Capital Area Workforce Development,5810,National Emergency Grants,Jobs Driven NEG Initiative,58_5810_Jobs Driven NEG Initiative
58,Capital Area Workforce Development,5811,Special Grants - Workforce,2015 Backpacks 2 Briefcases 2.0,58_5811_2015 Backpacks 2 Briefcases 2.0
58,Capital Area Workforce Development,5812,Wake Tech (DOL Grants),2016 TechHire Initiative,58_5812_2016 TechHire Initiative
58,Capital Area Workforce Development,5813,YouthBuild USA,YouthBuild USA - 2017,58_5813_YouthBuild USA - 2017
58,Capital Area Workforce Development,XX58,Pre FY08 CAW,General Ledger Accounts,58_XX58_General Ledger Accounts
60,Major Facilities,6010,Major Facilities Administration,Transfer to GF-Food Admin,60_6010_Transfer to GF-Food Admin
60,Major Facilities,6010,Major Facilities Administration,Transfer to GF-Occ Admin,60_6010_Transfer to GF-Occ Admin
60,Major Facilities,6020,Raleigh Hold Harmless - Occupancy,Raleigh Hold Harmless - Occupancy,60_6020_Raleigh Hold Harmless - Occupancy
60,Major Facilities,6030,Cary Hold Harmless - Occupancy,Cary Hold Harmless - Occupancy,60_6030_Cary Hold Harmless - Occupancy
60,Major Facilities,6040,Greater Raleigh Convention And Visitors Bureau,Greater Raleigh Convention And Visitors Bureau,60_6040_Greater Raleigh Convention And Visitors Bureau
60,Major Facilities,6050,Centennial Authority Operation 7%,Centennial Authority Operation 7%,60_6050_Centennial Authority Operation 7%
60,Major Facilities,6060,Centennial - Debt Service,Centennial - Debt Service,60_6060_Centennial - Debt Service
60,Major Facilities,6070,Raleigh Annual Distribution - $1M,Raleigh Annual Distribution - $1M,60_6070_Raleigh Annual Distribution - $1M
60,Major Facilities,6080,Convention Center,Convention Center,60_6080_Convention Center
60,Major Facilities,6081,NC Museum of Art,NC Museum of Art,60_6081_NC Museum of Art
60,Major Facilities,6083,Centennial Authority Facility Improvements,Centennial Authority Facility Improvements,60_6083_Centennial Authority Facility Improvements
60,Major Facilities,6084,Green Square,Green Square,60_6084_Green Square
60,Major Facilities,6085,St. Augustine's,St. Augustine's,60_6085_St. Augustine's
60,Major Facilities,6086,Cary Sports Venues,Cary Sports Venues,60_6086_Cary Sports Venues
60,Major Facilities,6090,Unallocated,Unallocated,60_6090_Unallocated
60,Major Facilities,6093,Transfer To Capital Improvement Fund,Wake Annual Transfer To CIP,60_6093_Wake Annual Transfer To CIP
60,Major Facilities,6094,Transfer to MF CIP - Competitive Projects,Wake Competitive Projects Transfer to CIP,60_6094_Wake Competitive Projects Transfer to CIP
62,Automation CIP,6210,Major Automation Projects,AT&T Dark Fiber Replacement,62_6210_AT&T Dark Fiber Replacement
62,Automation CIP,6210,Major Automation Projects,Automated Call Distribution Platform Replacement,62_6210_Automated Call Distribution Platform Replacement
62,Automation CIP,6210,Major Automation Projects,Automation Holding Account,62_6210_Automation Holding Account
62,Automation CIP,6210,Major Automation Projects,BoC Agenda & Video Project,62_6210_BoC Agenda & Video Project
62,Automation CIP,6210,Major Automation Projects,BOE Voting Equipment Replacement,62_6210_BOE Voting Equipment Replacement
62,Automation CIP,6210,Major Automation Projects,CCBI Lab Information Management System,62_6210_CCBI Lab Information Management System
62,Automation CIP,6210,Major Automation Projects,Child Support Case Management,62_6210_Child Support Case Management
62,Automation CIP,6210,Major Automation Projects,Child Support Document Management,62_6210_Child Support Document Management
62,Automation CIP,6210,Major Automation Projects,Document Management - Adult Services,62_6210_Document Management - Adult Services
62,Automation CIP,6210,Major Automation Projects,Document Management - Program Integrity,62_6210_Document Management - Program Integrity
62,Automation CIP,6210,Major Automation Projects,DSS Document Management,62_6210_DSS Document Management
62,Automation CIP,6210,Major Automation Projects,DSS Document Management - Child Welfare,62_6210_DSS Document Management - Child Welfare
62,Automation CIP,6210,Major Automation Projects,DSS Queuing System,62_6210_DSS Queuing System
62,Automation CIP,6210,Major Automation Projects,E-mail Upgrade,62_6210_E-mail Upgrade
62,Automation CIP,6210,Major Automation Projects,EMS Operation/Deployment Modeling Software,62_6210_EMS Operation/Deployment Modeling Software
62,Automation CIP,6210,Major Automation Projects,Enterprise Infrastructue - WCSO Infrastructure,62_6210_Enterprise Infrastructue - WCSO Infrastructure
62,Automation CIP,6210,Major Automation Projects,Enterprise Wide Document Management,62_6210_Enterprise Wide Document Management
62,Automation CIP,6210,Major Automation Projects,eWake 4.0,62_6210_eWake 4.0
62,Automation CIP,6210,Major Automation Projects,eWake Pilot Document Management,62_6210_eWake Pilot Document Management
62,Automation CIP,6210,Major Automation Projects,eWake Upgrade,62_6210_eWake Upgrade
62,Automation CIP,6210,Major Automation Projects,GIS MAR Implementation,62_6210_GIS MAR Implementation
62,Automation CIP,6210,Major Automation Projects,Human Services Automation Projects,62_6210_Human Services Automation Projects
62,Automation CIP,6210,Major Automation Projects,Innovation,62_6210_Innovation
62,Automation CIP,6210,Major Automation Projects,Jail & Records Management System Upgrade,62_6210_Jail & Records Management System Upgrade
62,Automation CIP,6210,Major Automation Projects,Major Systems - Property Tax,62_6210_Major Systems - Property Tax
62,Automation CIP,6210,Major Automation Projects,NC Fast Document Management Implementation,62_6210_NC Fast Document Management Implementation
62,Automation CIP,6210,Major Automation Projects,NC FAST Federation,62_6210_NC FAST Federation
62,Automation CIP,6210,Major Automation Projects,Planning & Permitting System,62_6210_Planning & Permitting System
62,Automation CIP,6210,Major Automation Projects,Public Health System Replacement,62_6210_Public Health System Replacement
62,Automation CIP,6210,Major Automation Projects,Recruitment System Replacement,62_6210_Recruitment System Replacement
62,Automation CIP,6210,Major Automation Projects,Reval Projects,62_6210_Reval Projects
62,Automation CIP,6210,Major Automation Projects,ROD Books,62_6210_ROD Books
62,Automation CIP,6210,Major Automation Projects,Telecommunications Infrastructure,62_6210_Telecommunications Infrastructure
62,Automation CIP,6210,Major Automation Projects,VoIP System Acquisition and Implementation,62_6210_VoIP System Acquisition and Implementation
62,Automation CIP,6210,Major Automation Projects,WakeGov Redesign,62_6210_WakeGov Redesign
62,Automation CIP,6210,Major Automation Projects,WCSO Electronic Medical Records System,62_6210_WCSO Electronic Medical Records System
62,Automation CIP,6220,Business Applications,Risk Management System,62_6220_Risk Management System
62,Automation CIP,6220,Business Applications,WCSO Automation Upgrades,62_6220_WCSO Automation Upgrades
62,Automation CIP,6230,Computer Equipment,General Computer Equipments Replacement,62_6230_General Computer Equipments Replacement
62,Automation CIP,6230,Computer Equipment,Maintenance Libraries 2017,62_6230_Maintenance Libraries 2017
62,Automation CIP,6230,Computer Equipment,Maintenance Libraries 2018,62_6230_Maintenance Libraries 2018
62,Automation CIP,6230,Computer Equipment,Maintenance Libraries 2019,62_6230_Maintenance Libraries 2019
62,Automation CIP,6230,Computer Equipment,Maintence Repairs 2017,62_6230_Maintence Repairs 2017
62,Automation CIP,6230,Computer Equipment,Maintence Upgrades 2016,62_6230_Maintence Upgrades 2016
62,Automation CIP,6230,Computer Equipment,Maintence Upgrades 2017,62_6230_Maintence Upgrades 2017
62,Automation CIP,6230,Computer Equipment,New Equipment 2015,62_6230_New Equipment 2015
62,Automation CIP,6230,Computer Equipment,New Equipment 2016,62_6230_New Equipment 2016
62,Automation CIP,6230,Computer Equipment,New Equipment 2017,62_6230_New Equipment 2017
62,Automation CIP,6230,Computer Equipment,New Equipment 2018,62_6230_New Equipment 2018
62,Automation CIP,6230,Computer Equipment,New Equipment 2019,62_6230_New Equipment 2019
62,Automation CIP,6230,Computer Equipment,Telephone Equipment 2016,62_6230_Telephone Equipment 2016
62,Automation CIP,6230,Computer Equipment,Telephone Equipment 2017,62_6230_Telephone Equipment 2017
62,Automation CIP,6230,Computer Equipment,Telephone Equipment 2018,62_6230_Telephone Equipment 2018
62,Automation CIP,6230,Computer Equipment,Telephone Equipment 2019,62_6230_Telephone Equipment 2019
62,Automation CIP,6240,Enterprise Network,Application Hardware/Software 2014,62_6240_Application Hardware/Software 2014
62,Automation CIP,6240,Enterprise Network,Application Hardware/Software 2015,62_6240_Application Hardware/Software 2015
62,Automation CIP,6240,Enterprise Network,Application Hardware/Software 2016,62_6240_Application Hardware/Software 2016
62,Automation CIP,6240,Enterprise Network,Application Hardware/Software 2017,62_6240_Application Hardware/Software 2017
62,Automation CIP,6240,Enterprise Network,Application Hardware/Software 2018,62_6240_Application Hardware/Software 2018
62,Automation CIP,6240,Enterprise Network,Application Hardware/Software 2019,62_6240_Application Hardware/Software 2019
62,Automation CIP,6240,Enterprise Network,CCBI and Sheriff Infrastructure 2015,62_6240_CCBI and Sheriff Infrastructure 2015
62,Automation CIP,6240,Enterprise Network,CCBI and Sheriff Infrastructure 2016,62_6240_CCBI and Sheriff Infrastructure 2016
62,Automation CIP,6240,Enterprise Network,CCBI and Sheriff Infrastructure 2017,62_6240_CCBI and Sheriff Infrastructure 2017
62,Automation CIP,6240,Enterprise Network,CCBI and Sheriff Infrastructure 2018,62_6240_CCBI and Sheriff Infrastructure 2018
62,Automation CIP,6240,Enterprise Network,CCBI Infrasructure 2018,62_6240_CCBI Infrasructure 2018
62,Automation CIP,6240,Enterprise Network,Database Operations 2016,62_6240_Database Operations 2016
62,Automation CIP,6240,Enterprise Network,Database Operations 2017,62_6240_Database Operations 2017
62,Automation CIP,6240,Enterprise Network,Database Operations 2018,62_6240_Database Operations 2018
62,Automation CIP,6240,Enterprise Network,Database Operations 2019,62_6240_Database Operations 2019
62,Automation CIP,6240,Enterprise Network,Enterprise Network General,62_6240_Enterprise Network General
62,Automation CIP,6240,Enterprise Network,GIS Infrastructure 2015,62_6240_GIS Infrastructure 2015
62,Automation CIP,6240,Enterprise Network,GIS Infrastructure 2016,62_6240_GIS Infrastructure 2016
62,Automation CIP,6240,Enterprise Network,GIS Infrastructure 2019,62_6240_GIS Infrastructure 2019
62,Automation CIP,6240,Enterprise Network,Libraries Infrastructure 2015,62_6240_Libraries Infrastructure 2015
62,Automation CIP,6240,Enterprise Network,Libraries Infrastructure 2016,62_6240_Libraries Infrastructure 2016
62,Automation CIP,6240,Enterprise Network,Libraries Infrastructure 2017,62_6240_Libraries Infrastructure 2017
62,Automation CIP,6240,Enterprise Network,Network Services 2014,62_6240_Network Services 2014
62,Automation CIP,6240,Enterprise Network,Network Services 2015,62_6240_Network Services 2015
62,Automation CIP,6240,Enterprise Network,Network Services 2016,62_6240_Network Services 2016
62,Automation CIP,6240,Enterprise Network,Network Services 2017,62_6240_Network Services 2017
62,Automation CIP,6240,Enterprise Network,Network Services 2018,62_6240_Network Services 2018
62,Automation CIP,6240,Enterprise Network,Network Services 2019,62_6240_Network Services 2019
62,Automation CIP,6240,Enterprise Network,Security Services 2016,62_6240_Security Services 2016
62,Automation CIP,6240,Enterprise Network,Security Services 2017,62_6240_Security Services 2017
62,Automation CIP,6240,Enterprise Network,Security Services 2018,62_6240_Security Services 2018
62,Automation CIP,6240,Enterprise Network,Security Services 2019,62_6240_Security Services 2019
62,Automation CIP,6240,Enterprise Network,Security Strategy Implementation,62_6240_Security Strategy Implementation
62,Automation CIP,6240,Enterprise Network,Server Services 2015,62_6240_Server Services 2015
62,Automation CIP,6240,Enterprise Network,Server Services 2016,62_6240_Server Services 2016
62,Automation CIP,6240,Enterprise Network,Server Services 2017,62_6240_Server Services 2017
62,Automation CIP,6240,Enterprise Network,Server Services 2018,62_6240_Server Services 2018
62,Automation CIP,6240,Enterprise Network,Server Services 2019,62_6240_Server Services 2019
62,Automation CIP,6240,Enterprise Network,Telecom/Desktop/Helpdesk Tools 2018,62_6240_Telecom/Desktop/Helpdesk Tools 2018
62,Automation CIP,6240,Enterprise Network,Telecom/Desktop/Helpdesk Tools 2019,62_6240_Telecom/Desktop/Helpdesk Tools 2019
64,Community Capital Projects,6400,Community Capital Projects,Boys and Girls Club - Teen Center,64_6400_Boys and Girls Club - Teen Center
64,Community Capital Projects,6400,Community Capital Projects,Dorcas Ministries - HS Facility Project,64_6400_Dorcas Ministries - HS Facility Project
64,Community Capital Projects,6400,Community Capital Projects,Dorcas Ministries Medical Clinic,64_6400_Dorcas Ministries Medical Clinic
64,Community Capital Projects,6400,Community Capital Projects,Food Bank Distribution Center,64_6400_Food Bank Distribution Center
64,Community Capital Projects,6400,Community Capital Projects,General Community Planned Projects,64_6400_General Community Planned Projects
64,Community Capital Projects,6400,Community Capital Projects,Green Chair Project,64_6400_Green Chair Project
64,Community Capital Projects,6400,Community Capital Projects,Hospice of Wake County - 10 bed expansion,64_6400_Hospice of Wake County - 10 bed expansion
64,Community Capital Projects,6400,Community Capital Projects,NC Freedom Park,64_6400_NC Freedom Park
64,Community Capital Projects,6400,Community Capital Projects,Poe Center,64_6400_Poe Center
64,Community Capital Projects,6400,Community Capital Projects,Southlight Healthcare - Integrated Care/Med Respite,64_6400_Southlight Healthcare - Integrated Care/Med Respite
64,Community Capital Projects,6400,Community Capital Projects,Wake Health Services - Medical Office Building,64_6400_Wake Health Services - Medical Office Building
66,County Building Improvements,6610,Major County Building Projects,Agricultural Bldg FCA Upgrades,66_6610_Agricultural Bldg FCA Upgrades
66,County Building Improvements,6610,Major County Building Projects,Animal Control Center,66_6610_Animal Control Center
66,County Building Improvements,6610,Major County Building Projects,Animal Control Center Renovations 2014,66_6610_Animal Control Center Renovations 2014
66,County Building Improvements,6610,Major County Building Projects,Board of Elections,66_6610_Board of Elections
66,County Building Improvements,6610,Major County Building Projects,Cameron Village Library - Life Cycle Finishes Upgrades,66_6610_Cameron Village Library - Life Cycle Finishes Upgrades
66,County Building Improvements,6610,Major County Building Projects,Commons Bldg FCA Upgrades,66_6610_Commons Bldg FCA Upgrades
66,County Building Improvements,6610,Major County Building Projects,Commons Bldg/Agricultural Bldg FCA Upgrades,66_6610_Commons Bldg/Agricultural Bldg FCA Upgrades
66,County Building Improvements,6610,Major County Building Projects,Community Services Center FCA Upgrades,66_6610_Community Services Center FCA Upgrades
66,County Building Improvements,6610,Major County Building Projects,Community Services Center Renovation,66_6610_Community Services Center Renovation
66,County Building Improvements,6610,Major County Building Projects,Energy Conservation Measures,66_6610_Energy Conservation Measures
66,County Building Improvements,6610,Major County Building Projects,Facilities Condition Assessment,66_6610_Facilities Condition Assessment
66,County Building Improvements,6610,Major County Building Projects,GSA Site Improvements,66_6610_GSA Site Improvements
66,County Building Improvements,6610,Major County Building Projects,HS Western Facilities,66_6610_HS Western Facilities
66,County Building Improvements,6610,Major County Building Projects,Human Service Master Planning,66_6610_Human Service Master Planning
66,County Building Improvements,6610,Major County Building Projects,Mental Health Continuum,66_6610_Mental Health Continuum
66,County Building Improvements,6610,Major County Building Projects,Multi-Services Center,66_6610_Multi-Services Center
66,County Building Improvements,6610,Major County Building Projects,New Public Health Center,66_6610_New Public Health Center
66,County Building Improvements,6610,Major County Building Projects,Oak City Multi-Services Ctr,66_6610_Oak City Multi-Services Ctr
66,County Building Improvements,6610,Major County Building Projects,PSC Improvements - Phase 5,66_6610_PSC Improvements - Phase 5
66,County Building Improvements,6610,Major County Building Projects,Public Health Center,66_6610_Public Health Center
66,County Building Improvements,6610,Major County Building Projects,Restack Renovations and Upgrades,66_6610_Restack Renovations and Upgrades
66,County Building Improvements,6610,Major County Building Projects,S. Wilmington St Shelter FCA lifecycle/upgrades,66_6610_S. Wilmington St Shelter FCA lifecycle/upgrades
66,County Building Improvements,6610,Major County Building Projects,S. Wilminton St Shelter FCA lifecycle/upgrades,66_6610_S. Wilminton St Shelter FCA lifecycle/upgrades
66,County Building Improvements,6610,Major County Building Projects,Sunnybrook Elevator Modernization,66_6610_Sunnybrook Elevator Modernization
66,County Building Improvements,6610,Major County Building Projects,Sunnybrook Parking Deck,66_6610_Sunnybrook Parking Deck
66,County Building Improvements,6610,Major County Building Projects,Swinburne FCA Upgrades,66_6610_Swinburne FCA Upgrades
66,County Building Improvements,6610,Major County Building Projects,Swinburne Intake Area Renovation,66_6610_Swinburne Intake Area Renovation
66,County Building Improvements,6610,Major County Building Projects,WCOB Life Safety/Egress Renovations,66_6610_WCOB Life Safety/Egress Renovations
66,County Building Improvements,6610,Major County Building Projects,WCOB Renovations,66_6610_WCOB Renovations
66,County Building Improvements,6620,Energy Conserving Projects,GSA,66_6620_GSA
66,County Building Improvements,6630,County Building Security Projects,Hardware Upgrade,66_6630_Hardware Upgrade
66,County Building Improvements,6630,County Building Security Projects,Library Door Counters,66_6630_Library Door Counters
66,County Building Improvements,6630,County Building Security Projects,Security Improvements - Ph 9,66_6630_Security Improvements - Ph 9
66,County Building Improvements,6630,County Building Security Projects,Security Improvements - Phase 7,66_6630_Security Improvements - Phase 7
66,County Building Improvements,6630,County Building Security Projects,Security Improvements-Phase 8,66_6630_Security Improvements-Phase 8
66,County Building Improvements,6640,Minor CIP Projects,AR - 4th Floor Attorney_Guardian Ad Litem Renov,66_6640_AR - 4th Floor Attorney_Guardian Ad Litem Renov
66,County Building Improvements,6640,Minor CIP Projects,AR - Animal Control Dog Play Area,66_6640_AR - Animal Control Dog Play Area
66,County Building Improvements,6640,Minor CIP Projects,AR - Animal Control Workflow Modifications (Security),66_6640_AR - Animal Control Workflow Modifications (Security)
66,County Building Improvements,6640,Minor CIP Projects,AR - CCBI Lab Renovation,66_6640_AR - CCBI Lab Renovation
66,County Building Improvements,6640,Minor CIP Projects,AR - EMS Training/Storage Facility Study,66_6640_AR - EMS Training/Storage Facility Study
66,County Building Improvements,6640,Minor CIP Projects,AR - ERC Renovation & Finish Upgrade,66_6640_AR - ERC Renovation & Finish Upgrade
66,County Building Improvements,6640,Minor CIP Projects,AR - Library Administration Bldg Programming Study,66_6640_AR - Library Administration Bldg Programming Study
66,County Building Improvements,6640,Minor CIP Projects,AR - PS Warehouse_EMS Training Security Upfit,66_6640_AR - PS Warehouse_EMS Training Security Upfit
66,County Building Improvements,6640,Minor CIP Projects,AR - WC Animal Control Facility Needs Assessment,66_6640_AR - WC Animal Control Facility Needs Assessment
66,County Building Improvements,6640,Minor CIP Projects,AR - WCOB BOE_IS Re-stack Modifications,66_6640_AR - WCOB BOE_IS Re-stack Modifications
66,County Building Improvements,6640,Minor CIP Projects,General Bld Renov - Minor-General,66_6640_General Bld Renov - Minor-General
66,County Building Improvements,6640,Minor CIP Projects,High Hazard Dam Assessments,66_6640_High Hazard Dam Assessments
66,County Building Improvements,6640,Minor CIP Projects,PSC Data Center UPS Life Cycle Replacement,66_6640_PSC Data Center UPS Life Cycle Replacement
66,County Building Improvements,6640,Minor CIP Projects,PSC Radio Tower Structural Upgrades,66_6640_PSC Radio Tower Structural Upgrades
66,County Building Improvements,6640,Minor CIP Projects,RR - AE Finley Ed & Res Ctr UG HW & CW Lines Repairs,66_6640_RR - AE Finley Ed & Res Ctr UG HW & CW Lines Repairs
66,County Building Improvements,6640,Minor CIP Projects,RR - Ag Services Finishes Upgrades,66_6640_RR - Ag Services Finishes Upgrades
66,County Building Improvements,6640,Minor CIP Projects,RR - ATC 2nd Floor Demolition,66_6640_RR - ATC 2nd Floor Demolition
66,County Building Improvements,6640,Minor CIP Projects,RR - BOE Phase 1.2 Mechanical Upfit,66_6640_RR - BOE Phase 1.2 Mechanical Upfit
66,County Building Improvements,6640,Minor CIP Projects,RR - CSC Exterior Building Envelope Upgrades,66_6640_RR - CSC Exterior Building Envelope Upgrades
66,County Building Improvements,6640,Minor CIP Projects,RR - CSC Exterior Building Tuck Pointing,66_6640_RR - CSC Exterior Building Tuck Pointing
66,County Building Improvements,6640,Minor CIP Projects,RR - Digital Signage & Corporate A/V Replacements,66_6640_RR - Digital Signage & Corporate A/V Replacements
66,County Building Improvements,6640,Minor CIP Projects,RR - Fellowship Home Partnership Reimbursement Account,66_6640_RR - Fellowship Home Partnership Reimbursement Account
66,County Building Improvements,6640,Minor CIP Projects,RR - FY16 Mulit Site Paving Repairs,66_6640_RR - FY16 Mulit Site Paving Repairs
66,County Building Improvements,6640,Minor CIP Projects,RR - FY18 Multi Site Paving Repairs,66_6640_RR - FY18 Multi Site Paving Repairs
66,County Building Improvements,6640,Minor CIP Projects,RR - FY19 Multi Site Paving Repairs,66_6640_RR - FY19 Multi Site Paving Repairs
66,County Building Improvements,6640,Minor CIP Projects,RR - General Partnership Accounts,66_6640_RR - General Partnership Accounts
66,County Building Improvements,6640,Minor CIP Projects,RR - GSA Training upfit for HR Training,66_6640_RR - GSA Training upfit for HR Training
66,County Building Improvements,6640,Minor CIP Projects,RR - Hammond Annex Behavioral Health,66_6640_RR - Hammond Annex Behavioral Health
66,County Building Improvements,6640,Minor CIP Projects,RR - High Hazard Dam Assessments,66_6640_RR - High Hazard Dam Assessments
66,County Building Improvements,6640,Minor CIP Projects,RR - HS Sunnybrook Interior & Exterior Assessments,66_6640_RR - HS Sunnybrook Interior & Exterior Assessments
66,County Building Improvements,6640,Minor CIP Projects,RR - HS Sunnybrook Walkway,66_6640_RR - HS Sunnybrook Walkway
66,County Building Improvements,6640,Minor CIP Projects,RR - Lake Crabtree Boat Rental/Bathroom Mod (ADA),66_6640_RR - Lake Crabtree Boat Rental/Bathroom Mod (ADA)
66,County Building Improvements,6640,Minor CIP Projects,RR - Library Administration Boiler _ ER,66_6640_RR - Library Administration Boiler _ ER
66,County Building Improvements,6640,Minor CIP Projects,RR - Painting Oak View Main House,66_6640_RR - Painting Oak View Main House
66,County Building Improvements,6640,Minor CIP Projects,RR - Parking & Revenue Control System LCR,66_6640_RR - Parking & Revenue Control System LCR
66,County Building Improvements,6640,Minor CIP Projects,RR - PSC AHU 3 and 4C Control Valve Install,66_6640_RR - PSC AHU 3 and 4C Control Valve Install
66,County Building Improvements,6640,Minor CIP Projects,RR - PSC North Side Glazing Film,66_6640_RR - PSC North Side Glazing Film
66,County Building Improvements,6640,Minor CIP Projects,RR - PSC VAV Replacement - Floors 1 & 2,66_6640_RR - PSC VAV Replacement - Floors 1 & 2
66,County Building Improvements,6640,Minor CIP Projects,RR - SE Regional Lighting Replacement,66_6640_RR - SE Regional Lighting Replacement
66,County Building Improvements,6640,Minor CIP Projects,RR - SE Regional Rooftop HVAC Replacement,66_6640_RR - SE Regional Rooftop HVAC Replacement
66,County Building Improvements,6640,Minor CIP Projects,RR - Sunnybrook Mechanical Test and Balance,66_6640_RR - Sunnybrook Mechanical Test and Balance
66,County Building Improvements,6640,Minor CIP Projects,RR - Swinburne 1st Floor Intake Mech Upgrade,66_6640_RR - Swinburne 1st Floor Intake Mech Upgrade
66,County Building Improvements,6640,Minor CIP Projects,RR - SWSC Emergency Repairs to AHU#1,66_6640_RR - SWSC Emergency Repairs to AHU#1
66,County Building Improvements,6640,Minor CIP Projects,RR - SWSC-Oak City Center PME Interconnect,66_6640_RR - SWSC-Oak City Center PME Interconnect
66,County Building Improvements,6640,Minor CIP Projects,RR - UPS Battery Replacements,66_6640_RR - UPS Battery Replacements
66,County Building Improvements,6640,Minor CIP Projects,RR - Wake Detention Reclaim Boiler Replacement,66_6640_RR - Wake Detention Reclaim Boiler Replacement
66,County Building Improvements,6640,Minor CIP Projects,RR - WC Parking Deck Generator Replacement,66_6640_RR - WC Parking Deck Generator Replacement
66,County Building Improvements,6640,Minor CIP Projects,RR - WCCH Parking Deck Structural Repairs,66_6640_RR - WCCH Parking Deck Structural Repairs
66,County Building Improvements,6640,Minor CIP Projects,RR - WCCH Radio Tower Replacement,66_6640_RR - WCCH Radio Tower Replacement
66,County Building Improvements,6640,Minor CIP Projects,RR - WCCH Stairwell & Elevator Security Phase 1,66_6640_RR - WCCH Stairwell & Elevator Security Phase 1
66,County Building Improvements,6640,Minor CIP Projects,RR - WCDC Domestic Water Boiler Replacement,66_6640_RR - WCDC Domestic Water Boiler Replacement
66,County Building Improvements,6640,Minor CIP Projects,RR - WCDC Magistrate and Intake Renovation,66_6640_RR - WCDC Magistrate and Intake Renovation
66,County Building Improvements,6640,Minor CIP Projects,RR - WCDC PVI Domestic HW Heater Replacement,66_6640_RR - WCDC PVI Domestic HW Heater Replacement
66,County Building Improvements,6640,Minor CIP Projects,RR - WCOB Basement Interior Finishes Upgrade,66_6640_RR - WCOB Basement Interior Finishes Upgrade
66,County Building Improvements,6640,Minor CIP Projects,RR - WCOB Boiler Room Sump Pump Replacement,66_6640_RR - WCOB Boiler Room Sump Pump Replacement
66,County Building Improvements,6640,Minor CIP Projects,RR - WCOB Boiler Sub-system Replacement Project,66_6640_RR - WCOB Boiler Sub-system Replacement Project
66,County Building Improvements,6640,Minor CIP Projects,RR - WCOB Data Center UPS_Sheriff Data Center Relocate,66_6640_RR - WCOB Data Center UPS_Sheriff Data Center Relocate
66,County Building Improvements,6640,Minor CIP Projects,RR - WCOB Life Safety/Fire/ADA/Elevator Improvements,66_6640_RR - WCOB Life Safety/Fire/ADA/Elevator Improvements
66,County Building Improvements,6640,Minor CIP Projects,RR - WCOP Exterior Waterproofing,66_6640_RR - WCOP Exterior Waterproofing
66,County Building Improvements,6640,Minor CIP Projects,"Willow Springs FD Well, Pump & Tank","66_6640_Willow Springs FD Well, Pump & Tank"
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",Agriculture Services Center,66_6650_Agriculture Services Center
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",Community Services Center - Elec/Fire Alarm,66_6650_Community Services Center - Elec/Fire Alarm
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",Community Services Center HVAC,66_6650_Community Services Center HVAC
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",CSC Elevator Mordernization,66_6650_CSC Elevator Mordernization
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",General Services Center,66_6650_General Services Center
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",Green Road Boiler Replacement,66_6650_Green Road Boiler Replacement
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",Hammond 1B Cooling Tower,66_6650_Hammond 1B Cooling Tower
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",LETC Boiler Replacement,66_6650_LETC Boiler Replacement
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing","Mechanical, Electrical & Plumbing - Gen","66_6650_Mechanical, Electrical & Plumbing - Gen"
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",MEP - Cameron Village Library Chiller,66_6650_MEP - Cameron Village Library Chiller
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",MEP - Direct Digital System Migration,66_6650_MEP - Direct Digital System Migration
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",MEP - Eastern Regional Center,66_6650_MEP - Eastern Regional Center
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",MEP - Fire Training Center - HVAC/Fire Loop Pump,66_6650_MEP - Fire Training Center - HVAC/Fire Loop Pump
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",MEP - Willow Springs Fire Station Waterline,66_6650_MEP - Willow Springs Fire Station Waterline
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",Olivia Raney Library HVAC,66_6650_Olivia Raney Library HVAC
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",PSC Boiler Replacement,66_6650_PSC Boiler Replacement
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",Rural Center HVAC Replacement,66_6650_Rural Center HVAC Replacement
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",S Regional Ctr VAV Replacement,66_6650_S Regional Ctr VAV Replacement
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",S. Wilmington St HVAC Replacement,66_6650_S. Wilmington St HVAC Replacement
66,County Building Improvements,6650,"Mechanical, Electrical And Plumbing",Sunnybrook HVAC,66_6650_Sunnybrook HVAC
