,transaction,items,day_time,day_type,date,sales
15325,8191,Tea,Afternoon,Weekday,2017-03-15,1.2
15326,8191,Cookies,Afternoon,Weekday,2017-03-15,1.25
15327,8191,Pastry,Afternoon,Weekday,2017-03-15,2.2
15328,8192,Coke,Afternoon,Weekday,2017-03-15,1.1
15329,8193,Brownie,Afternoon,Weekday,2017-03-15,2.8
15330,8193,Coffee,Afternoon,Weekday,2017-03-15,2.2
15331,8194,Coffee,Afternoon,Weekday,2017-03-15,2.2
15332,8194,Cake,Afternoon,Weekday,2017-03-15,2.5
15333,8195,Sandwich,Afternoon,Weekday,2017-03-15,3.8
15334,8195,Truffles,Afternoon,Weekday,2017-03-15,3.95
15335,8195,Cake,Afternoon,Weekday,2017-03-15,2.5
15336,8196,Cake,Afternoon,Weekday,2017-03-15,2.5
15337,8196,Tea,Afternoon,Weekday,2017-03-15,1.2
15338,8196,Coffee,Afternoon,Weekday,2017-03-15,2.2
15339,8197,Cake,Afternoon,Weekday,2017-03-15,2.5
15340,8197,Pastry,Afternoon,Weekday,2017-03-15,2.2
15341,8197,Hot chocolate,Afternoon,Weekday,2017-03-15,1.9
15342,8197,Coffee,Afternoon,Weekday,2017-03-15,2.2
15343,8198,Brownie,Afternoon,Weekday,2017-03-15,2.8
15344,8199,Coffee,Afternoon,Weekday,2017-03-15,2.2
15345,8199,Scone,Afternoon,Weekday,2017-03-15,1.75
15346,8200,Cake,Afternoon,Weekday,2017-03-15,2.5
15347,8201,Coffee,Afternoon,Weekday,2017-03-15,2.2
15348,8201,Tea,Afternoon,Weekday,2017-03-15,1.2
15349,8202,Coffee,Afternoon,Weekday,2017-03-15,2.2
15350,8202,Bread,Afternoon,Weekday,2017-03-15,1.4
15351,8202,Cake,Afternoon,Weekday,2017-03-15,2.5
15352,8202,Bread,Afternoon,Weekday,2017-03-15,1.4
15353,8203,Bread,Afternoon,Weekday,2017-03-15,1.4
15354,8204,Bread,Afternoon,Weekday,2017-03-15,1.4
15355,8205,Coffee,Afternoon,Weekday,2017-03-15,2.2
15356,8205,Scone,Afternoon,Weekday,2017-03-15,1.75
15357,8206,Bread,Afternoon,Weekday,2017-03-15,1.4
15358,8206,Coffee,Afternoon,Weekday,2017-03-15,2.2
15359,8206,Coffee,Afternoon,Weekday,2017-03-15,2.2
15360,8207,Juice,Evening,Weekday,2017-03-15,2.4
15361,8207,Coffee,Evening,Weekday,2017-03-15,2.2
15362,8207,Cake,Evening,Weekday,2017-03-15,2.5
15363,8208,Coffee,Evening,Weekday,2017-03-15,2.2
15364,8208,Brownie,Evening,Weekday,2017-03-15,2.8
15365,8209,Cookies,Morning,Weekday,2017-03-16,1.25
15366,8210,Croissant,Morning,Weekday,2017-03-16,1.6
15367,8210,Bread,Morning,Weekday,2017-03-16,1.4
15368,8210,Bread,Morning,Weekday,2017-03-16,1.4
15369,8210,Coffee,Morning,Weekday,2017-03-16,2.2
15370,8211,Coffee,Morning,Weekday,2017-03-16,2.2
15371,8211,Cookies,Morning,Weekday,2017-03-16,1.25
15372,8212,Coffee,Morning,Weekday,2017-03-16,2.2
15373,8212,Bread,Morning,Weekday,2017-03-16,1.4
15374,8213,Coffee,Morning,Weekday,2017-03-16,2.2
15375,8213,Toast,Morning,Weekday,2017-03-16,1.0
15376,8214,Bread,Morning,Weekday,2017-03-16,1.4
15377,8214,Pastry,Morning,Weekday,2017-03-16,2.2
15378,8215,Bread,Morning,Weekday,2017-03-16,1.4
15379,8215,Coffee,Morning,Weekday,2017-03-16,2.2
15380,8215,Pastry,Morning,Weekday,2017-03-16,2.2
15381,8216,Coffee,Morning,Weekday,2017-03-16,2.2
15382,8216,Bread,Morning,Weekday,2017-03-16,1.4
15383,8216,Toast,Morning,Weekday,2017-03-16,1.0
15384,8217,Coffee,Morning,Weekday,2017-03-16,2.2
15385,8218,Farm House,Morning,Weekday,2017-03-16,2.9
15386,8219,Bread,Morning,Weekday,2017-03-16,1.4
15387,8219,Coffee,Morning,Weekday,2017-03-16,2.2
15388,8219,Pastry,Morning,Weekday,2017-03-16,2.2
15389,8220,Coffee,Morning,Weekday,2017-03-16,2.2
15390,8220,Hot chocolate,Morning,Weekday,2017-03-16,1.9
15391,8220,Cookies,Morning,Weekday,2017-03-16,1.25
15392,8221,Coffee,Morning,Weekday,2017-03-16,2.2
15393,8221,Toast,Morning,Weekday,2017-03-16,1.0
15394,8222,Bread,Morning,Weekday,2017-03-16,1.4
15395,8222,Pastry,Morning,Weekday,2017-03-16,2.2
15396,8223,Hot chocolate,Morning,Weekday,2017-03-16,1.9
15397,8223,Hot chocolate,Morning,Weekday,2017-03-16,1.9
15398,8223,Bread,Morning,Weekday,2017-03-16,1.4
15399,8223,Brownie,Morning,Weekday,2017-03-16,2.8
15400,8224,Bread,Morning,Weekday,2017-03-16,1.4
15401,8224,Juice,Morning,Weekday,2017-03-16,2.4
15402,8225,Croissant,Morning,Weekday,2017-03-16,1.6
15403,8225,Tea,Morning,Weekday,2017-03-16,1.2
15404,8226,Bread,Morning,Weekday,2017-03-16,1.4
15405,8227,Toast,Morning,Weekday,2017-03-16,1.0
15406,8227,Hot chocolate,Morning,Weekday,2017-03-16,1.9
15407,8227,Coffee,Morning,Weekday,2017-03-16,2.2
15408,8227,Cake,Morning,Weekday,2017-03-16,2.5
15409,8228,Bread,Morning,Weekday,2017-03-16,1.4
15410,8229,Farm House,Morning,Weekday,2017-03-16,2.9
15411,8230,Coffee,Morning,Weekday,2017-03-16,2.2
15412,8230,Croissant,Morning,Weekday,2017-03-16,1.6
15414,8233,Sandwich,Morning,Weekday,2017-03-16,3.8
15415,8234,Bread,Morning,Weekday,2017-03-16,1.4
15416,8235,Coffee,Afternoon,Weekday,2017-03-16,2.2
15417,8235,Toast,Afternoon,Weekday,2017-03-16,1.0
15418,8235,Tea,Afternoon,Weekday,2017-03-16,1.2
15419,8236,Bread,Afternoon,Weekday,2017-03-16,1.4
15420,8237,Bread,Afternoon,Weekday,2017-03-16,1.4
15421,8238,Tea,Afternoon,Weekday,2017-03-16,1.2
15422,8238,Coffee,Afternoon,Weekday,2017-03-16,2.2
15423,8238,Bread,Afternoon,Weekday,2017-03-16,1.4
15424,8239,Bread,Afternoon,Weekday,2017-03-16,1.4
15425,8240,Soup,Afternoon,Weekday,2017-03-16,2.75
15426,8241,Soup,Afternoon,Weekday,2017-03-16,2.75
15427,8241,Tea,Afternoon,Weekday,2017-03-16,1.2
15428,8241,Juice,Afternoon,Weekday,2017-03-16,2.4
15429,8242,Cake,Afternoon,Weekday,2017-03-16,2.5
15430,8242,Truffles,Afternoon,Weekday,2017-03-16,3.95
15431,8242,Sandwich,Afternoon,Weekday,2017-03-16,3.8
15432,8243,Pastry,Afternoon,Weekday,2017-03-16,2.2
15433,8244,Coffee,Afternoon,Weekday,2017-03-16,2.2
15434,8245,Bread,Afternoon,Weekday,2017-03-16,1.4
15435,8246,Coffee,Afternoon,Weekday,2017-03-16,2.2
15436,8246,Coffee,Afternoon,Weekday,2017-03-16,2.2
15437,8246,Soup,Afternoon,Weekday,2017-03-16,2.75
15438,8247,Coffee,Afternoon,Weekday,2017-03-16,2.2
15439,8247,Scone,Afternoon,Weekday,2017-03-16,1.75
15440,8248,Coke,Afternoon,Weekday,2017-03-16,1.1
15441,8249,Bread,Afternoon,Weekday,2017-03-16,1.4
15442,8249,Brownie,Afternoon,Weekday,2017-03-16,2.8
15443,8250,Coffee,Afternoon,Weekday,2017-03-16,2.2
15444,8250,Hot chocolate,Afternoon,Weekday,2017-03-16,1.9
15445,8250,Cookies,Afternoon,Weekday,2017-03-16,1.25
15446,8251,Coffee,Afternoon,Weekday,2017-03-16,2.2
15447,8251,Cookies,Afternoon,Weekday,2017-03-16,1.25
15448,8252,Bread,Afternoon,Weekday,2017-03-16,1.4
15449,8252,Cake,Afternoon,Weekday,2017-03-16,2.5
15450,8253,Cake,Afternoon,Weekday,2017-03-16,2.5
15451,8253,Coffee,Afternoon,Weekday,2017-03-16,2.2
15452,8253,Coffee,Afternoon,Weekday,2017-03-16,2.2
15453,8253,Coffee,Afternoon,Weekday,2017-03-16,2.2
15454,8254,Coffee,Afternoon,Weekday,2017-03-16,2.2
15455,8255,Tea,Afternoon,Weekday,2017-03-16,1.2
15456,8255,Bread,Afternoon,Weekday,2017-03-16,1.4
15457,8256,Coffee,Afternoon,Weekday,2017-03-16,2.2
15458,8256,Cake,Afternoon,Weekday,2017-03-16,2.5
15459,8256,Bread,Afternoon,Weekday,2017-03-16,1.4
15460,8257,Hot chocolate,Evening,Weekday,2017-03-16,1.9
15461,8258,Tea,Morning,Weekday,2017-03-17,1.2
15462,8258,Scone,Morning,Weekday,2017-03-17,1.75
15463,8259,Cookies,Morning,Weekday,2017-03-17,1.25
15464,8260,Coffee,Morning,Weekday,2017-03-17,2.2
15465,8262,Bread,Morning,Weekday,2017-03-17,1.4
15466,8263,Bread,Morning,Weekday,2017-03-17,1.4
15467,8264,Coffee,Morning,Weekday,2017-03-17,2.2
15468,8264,Pastry,Morning,Weekday,2017-03-17,2.2
15469,8265,Coffee,Morning,Weekday,2017-03-17,2.2
15470,8266,Bread,Morning,Weekday,2017-03-17,1.4
15471,8266,Pastry,Morning,Weekday,2017-03-17,2.2
15472,8267,Bread,Morning,Weekday,2017-03-17,1.4
15473,8268,Coffee,Morning,Weekday,2017-03-17,2.2
15474,8270,Coffee,Morning,Weekday,2017-03-17,2.2
15475,8270,Bread,Morning,Weekday,2017-03-17,1.4
15476,8270,Bread,Morning,Weekday,2017-03-17,1.4
15477,8271,Coffee,Morning,Weekday,2017-03-17,2.2
15478,8271,Coffee,Morning,Weekday,2017-03-17,2.2
15479,8271,Toast,Morning,Weekday,2017-03-17,1.0
15480,8272,Cake,Morning,Weekday,2017-03-17,2.5
15481,8272,Bread,Morning,Weekday,2017-03-17,1.4
15482,8273,Coffee,Morning,Weekday,2017-03-17,2.2
15483,8274,Coffee,Morning,Weekday,2017-03-17,2.2
15484,8275,Coffee,Morning,Weekday,2017-03-17,2.2
15485,8275,Coffee,Morning,Weekday,2017-03-17,2.2
15486,8275,Juice,Morning,Weekday,2017-03-17,2.4
15487,8275,Cake,Morning,Weekday,2017-03-17,2.5
15488,8275,Cookies,Morning,Weekday,2017-03-17,1.25
15489,8277,Tea,Morning,Weekday,2017-03-17,1.2
15490,8277,Cake,Morning,Weekday,2017-03-17,2.5
15491,8278,Pastry,Morning,Weekday,2017-03-17,2.2
15492,8278,Coffee,Morning,Weekday,2017-03-17,2.2
15493,8279,Tea,Morning,Weekday,2017-03-17,1.2
15494,8280,Tea,Morning,Weekday,2017-03-17,1.2
15495,8281,Coffee,Morning,Weekday,2017-03-17,2.2
15496,8281,Pastry,Morning,Weekday,2017-03-17,2.2
15497,8282,Bread,Morning,Weekday,2017-03-17,1.4
15499,8284,Cake,Morning,Weekday,2017-03-17,2.5
15500,8284,Coffee,Morning,Weekday,2017-03-17,2.2
15501,8284,Coffee,Morning,Weekday,2017-03-17,2.2
15502,8285,Tea,Morning,Weekday,2017-03-17,1.2
15503,8285,Hot chocolate,Morning,Weekday,2017-03-17,1.9
15504,8285,Pastry,Morning,Weekday,2017-03-17,2.2
15505,8285,Cake,Morning,Weekday,2017-03-17,2.5
15506,8286,Brownie,Morning,Weekday,2017-03-17,2.8
15507,8286,Bread,Morning,Weekday,2017-03-17,1.4
15508,8287,Bread,Morning,Weekday,2017-03-17,1.4
15509,8288,Coffee,Morning,Weekday,2017-03-17,2.2
15510,8290,Toast,Afternoon,Weekday,2017-03-17,1.0
15511,8290,Coffee,Afternoon,Weekday,2017-03-17,2.2
15512,8291,Tea,Afternoon,Weekday,2017-03-17,1.2
15513,8291,Toast,Afternoon,Weekday,2017-03-17,1.0
15514,8292,Coffee,Afternoon,Weekday,2017-03-17,2.2
15515,8292,Coffee,Afternoon,Weekday,2017-03-17,2.2
15516,8292,Sandwich,Afternoon,Weekday,2017-03-17,3.8
15517,8292,Pastry,Afternoon,Weekday,2017-03-17,2.2
15518,8296,Coffee,Afternoon,Weekday,2017-03-17,2.2
15519,8298,Bread,Afternoon,Weekday,2017-03-17,1.4
15520,8299,Coffee,Afternoon,Weekday,2017-03-17,2.2
15521,8302,Coffee,Afternoon,Weekday,2017-03-17,2.2
15522,8303,Cake,Afternoon,Weekday,2017-03-17,2.5
15523,8303,Cake,Afternoon,Weekday,2017-03-17,2.5
15524,8303,Brownie,Afternoon,Weekday,2017-03-17,2.8
15525,8305,Coffee,Afternoon,Weekday,2017-03-17,2.2
15526,8305,Coffee,Afternoon,Weekday,2017-03-17,2.2
15527,8306,Bread,Afternoon,Weekday,2017-03-17,1.4
15528,8306,Coffee,Afternoon,Weekday,2017-03-17,2.2
15529,8306,Cookies,Afternoon,Weekday,2017-03-17,1.25
15530,8306,Brownie,Afternoon,Weekday,2017-03-17,2.8
15531,8307,Coffee,Afternoon,Weekday,2017-03-17,2.2
15532,8307,Soup,Afternoon,Weekday,2017-03-17,2.75
15533,8307,Sandwich,Afternoon,Weekday,2017-03-17,3.8
15534,8308,Coffee,Afternoon,Weekday,2017-03-17,2.2
15535,8310,Coffee,Afternoon,Weekday,2017-03-17,2.2
15536,8310,Coffee,Afternoon,Weekday,2017-03-17,2.2
15537,8311,Coffee,Afternoon,Weekday,2017-03-17,2.2
15538,8311,Coffee,Afternoon,Weekday,2017-03-17,2.2
15539,8311,Cake,Afternoon,Weekday,2017-03-17,2.5
15540,8312,Cake,Afternoon,Weekday,2017-03-17,2.5
15541,8312,Cookies,Afternoon,Weekday,2017-03-17,1.25
15542,8313,Coffee,Afternoon,Weekday,2017-03-17,2.2
15543,8313,Coffee,Afternoon,Weekday,2017-03-17,2.2
15544,8313,Cookies,Afternoon,Weekday,2017-03-17,1.25
15545,8314,Scone,Afternoon,Weekday,2017-03-17,1.75
15546,8314,Coffee,Afternoon,Weekday,2017-03-17,2.2
15547,8315,Coffee,Afternoon,Weekday,2017-03-17,2.2
15548,8315,Coffee,Afternoon,Weekday,2017-03-17,2.2
15549,8316,Coke,Afternoon,Weekday,2017-03-17,1.1
15550,8317,Coffee,Afternoon,Weekday,2017-03-17,2.2
15551,8317,Cake,Afternoon,Weekday,2017-03-17,2.5
15552,8317,Cake,Afternoon,Weekday,2017-03-17,2.5
15553,8318,Hot chocolate,Afternoon,Weekday,2017-03-17,1.9
15554,8318,Coffee,Afternoon,Weekday,2017-03-17,2.2
15555,8319,Hot chocolate,Afternoon,Weekday,2017-03-17,1.9
15556,8319,Coffee,Afternoon,Weekday,2017-03-17,2.2
15557,8319,Scone,Afternoon,Weekday,2017-03-17,1.75
15558,8320,Bread,Afternoon,Weekday,2017-03-17,1.4
15559,8321,Hot chocolate,Afternoon,Weekday,2017-03-17,1.9
15560,8321,Hot chocolate,Afternoon,Weekday,2017-03-17,1.9
15561,8321,Coffee,Afternoon,Weekday,2017-03-17,2.2
15562,8323,Coffee,Morning,Weekend,2017-03-18,2.2
15563,8323,Sandwich,Morning,Weekend,2017-03-18,3.8
15564,8323,Sandwich,Morning,Weekend,2017-03-18,3.8
15565,8324,Hot chocolate,Morning,Weekend,2017-03-18,1.9
15566,8324,Coffee,Morning,Weekend,2017-03-18,2.2
15567,8324,Pastry,Morning,Weekend,2017-03-18,2.2
15568,8325,Coffee,Morning,Weekend,2017-03-18,2.2
15569,8325,Croissant,Morning,Weekend,2017-03-18,1.6
15570,8326,Coffee,Morning,Weekend,2017-03-18,2.2
15571,8326,Pastry,Morning,Weekend,2017-03-18,2.2
15572,8327,Coffee,Morning,Weekend,2017-03-18,2.2
15573,8327,Coffee,Morning,Weekend,2017-03-18,2.2
15574,8327,Croissant,Morning,Weekend,2017-03-18,1.6
15575,8327,Cookies,Morning,Weekend,2017-03-18,1.25
15576,8328,Bread,Morning,Weekend,2017-03-18,1.4
15577,8328,Bread,Morning,Weekend,2017-03-18,1.4
15578,8328,Bread,Morning,Weekend,2017-03-18,1.4
15579,8328,Pastry,Morning,Weekend,2017-03-18,2.2
15580,8329,Coffee,Morning,Weekend,2017-03-18,2.2
15581,8330,Bread,Morning,Weekend,2017-03-18,1.4
15582,8331,Toast,Morning,Weekend,2017-03-18,1.0
15583,8331,Coffee,Morning,Weekend,2017-03-18,2.2
15584,8332,Farm House,Morning,Weekend,2017-03-18,2.9
15585,8332,Cake,Morning,Weekend,2017-03-18,2.5
15586,8333,Pastry,Morning,Weekend,2017-03-18,2.2
15587,8333,Bread,Morning,Weekend,2017-03-18,1.4
15588,8334,Coffee,Morning,Weekend,2017-03-18,2.2
15589,8335,Coffee,Morning,Weekend,2017-03-18,2.2
15590,8335,Cookies,Morning,Weekend,2017-03-18,1.25
15591,8336,Bread,Morning,Weekend,2017-03-18,1.4
15592,8336,Bread,Morning,Weekend,2017-03-18,1.4
15593,8337,Coffee,Morning,Weekend,2017-03-18,2.2
15594,8337,Pastry,Morning,Weekend,2017-03-18,2.2
15595,8337,Croissant,Morning,Weekend,2017-03-18,1.6
15596,8338,Cake,Morning,Weekend,2017-03-18,2.5
15597,8338,Scone,Morning,Weekend,2017-03-18,1.75
15599,8339,Coffee,Morning,Weekend,2017-03-18,2.2
15600,8340,Coffee,Morning,Weekend,2017-03-18,2.2
15601,8341,Coffee,Morning,Weekend,2017-03-18,2.2
15602,8343,Coffee,Morning,Weekend,2017-03-18,2.2
15603,8344,Bread,Morning,Weekend,2017-03-18,1.4
15604,8345,Tea,Morning,Weekend,2017-03-18,1.2
15605,8346,Toast,Morning,Weekend,2017-03-18,1.0
15606,8346,Coffee,Morning,Weekend,2017-03-18,2.2
15607,8347,Bread,Morning,Weekend,2017-03-18,1.4
15608,8348,Coffee,Morning,Weekend,2017-03-18,2.2
15609,8348,Toast,Morning,Weekend,2017-03-18,1.0
15610,8349,Bread,Morning,Weekend,2017-03-18,1.4
15611,8349,Truffles,Morning,Weekend,2017-03-18,3.95
15612,8350,Juice,Morning,Weekend,2017-03-18,2.4
15613,8350,Coffee,Morning,Weekend,2017-03-18,2.2
15614,8350,Bread,Morning,Weekend,2017-03-18,1.4
15615,8350,Toast,Morning,Weekend,2017-03-18,1.0
15616,8351,Coffee,Morning,Weekend,2017-03-18,2.2
15617,8352,Tea,Morning,Weekend,2017-03-18,1.2
15618,8353,Coffee,Morning,Weekend,2017-03-18,2.2
15619,8353,Scone,Morning,Weekend,2017-03-18,1.75
15620,8353,Bread,Morning,Weekend,2017-03-18,1.4
15621,8354,Coffee,Morning,Weekend,2017-03-18,2.2
15622,8354,Brownie,Morning,Weekend,2017-03-18,2.8
15623,8356,Scone,Morning,Weekend,2017-03-18,1.75
15624,8358,Coffee,Afternoon,Weekend,2017-03-18,2.2
15625,8358,Hot chocolate,Afternoon,Weekend,2017-03-18,1.9
15626,8358,Bread,Afternoon,Weekend,2017-03-18,1.4
15627,8358,Scone,Afternoon,Weekend,2017-03-18,1.75
15628,8359,Bread,Afternoon,Weekend,2017-03-18,1.4
15629,8360,Coffee,Afternoon,Weekend,2017-03-18,2.2
15630,8360,Sandwich,Afternoon,Weekend,2017-03-18,3.8
15631,8361,Bread,Afternoon,Weekend,2017-03-18,1.4
15632,8362,Coffee,Afternoon,Weekend,2017-03-18,2.2
15633,8362,Coffee,Afternoon,Weekend,2017-03-18,2.2
15634,8363,Coffee,Afternoon,Weekend,2017-03-18,2.2
15635,8363,Coffee,Afternoon,Weekend,2017-03-18,2.2
15636,8363,Scone,Afternoon,Weekend,2017-03-18,1.75
15637,8364,Coffee,Afternoon,Weekend,2017-03-18,2.2
15638,8365,Tea,Afternoon,Weekend,2017-03-18,1.2
15639,8365,Coffee,Afternoon,Weekend,2017-03-18,2.2
15640,8365,Coffee,Afternoon,Weekend,2017-03-18,2.2
15641,8366,Soup,Afternoon,Weekend,2017-03-18,2.75
15642,8366,Brownie,Afternoon,Weekend,2017-03-18,2.8
15643,8368,Bread,Afternoon,Weekend,2017-03-18,1.4
15644,8368,Scone,Afternoon,Weekend,2017-03-18,1.75
15645,8368,Cookies,Afternoon,Weekend,2017-03-18,1.25
15646,8368,Soup,Afternoon,Weekend,2017-03-18,2.75
15647,8369,Coffee,Afternoon,Weekend,2017-03-18,2.2
15648,8370,Bread,Afternoon,Weekend,2017-03-18,1.4
15649,8371,Sandwich,Afternoon,Weekend,2017-03-18,3.8
15650,8371,Coffee,Afternoon,Weekend,2017-03-18,2.2
15651,8371,Cake,Afternoon,Weekend,2017-03-18,2.5
15652,8372,Coffee,Afternoon,Weekend,2017-03-18,2.2
15653,8372,Cookies,Afternoon,Weekend,2017-03-18,1.25
15654,8374,Sandwich,Afternoon,Weekend,2017-03-18,3.8
15655,8374,Bread,Afternoon,Weekend,2017-03-18,1.4
15656,8374,Juice,Afternoon,Weekend,2017-03-18,2.4
15657,8375,Sandwich,Afternoon,Weekend,2017-03-18,3.8
15658,8375,Tea,Afternoon,Weekend,2017-03-18,1.2
15659,8375,Cake,Afternoon,Weekend,2017-03-18,2.5
15660,8375,Coffee,Afternoon,Weekend,2017-03-18,2.2
15661,8376,Bread,Afternoon,Weekend,2017-03-18,1.4
15662,8377,Bread,Afternoon,Weekend,2017-03-18,1.4
15663,8378,Bread,Afternoon,Weekend,2017-03-18,1.4
15664,8379,Bread,Afternoon,Weekend,2017-03-18,1.4
15665,8380,Coffee,Afternoon,Weekend,2017-03-18,2.2
15666,8380,Hot chocolate,Afternoon,Weekend,2017-03-18,1.9
15667,8380,Brownie,Afternoon,Weekend,2017-03-18,2.8
15668,8380,Bread,Afternoon,Weekend,2017-03-18,1.4
15669,8381,Bread,Afternoon,Weekend,2017-03-18,1.4
15670,8382,Coffee,Afternoon,Weekend,2017-03-18,2.2
15671,8382,Tea,Afternoon,Weekend,2017-03-18,1.2
15672,8384,Sandwich,Afternoon,Weekend,2017-03-18,3.8
15673,8385,Bread,Afternoon,Weekend,2017-03-18,1.4
15674,8386,Sandwich,Afternoon,Weekend,2017-03-18,3.8
15676,8388,Tea,Afternoon,Weekend,2017-03-18,1.2
15677,8388,Scone,Afternoon,Weekend,2017-03-18,1.75
15678,8389,Tea,Afternoon,Weekend,2017-03-18,1.2
15679,8389,Brownie,Afternoon,Weekend,2017-03-18,2.8
15680,8390,Scone,Afternoon,Weekend,2017-03-18,1.75
15681,8390,Bread,Afternoon,Weekend,2017-03-18,1.4
15682,8391,Coffee,Afternoon,Weekend,2017-03-18,2.2
15683,8391,Coffee,Afternoon,Weekend,2017-03-18,2.2
15684,8391,Cake,Afternoon,Weekend,2017-03-18,2.5
15685,8391,Scone,Afternoon,Weekend,2017-03-18,1.75
15686,8392,Bread,Afternoon,Weekend,2017-03-18,1.4
15687,8393,Cake,Afternoon,Weekend,2017-03-18,2.5
15688,8393,Coffee,Afternoon,Weekend,2017-03-18,2.2
15689,8394,Cake,Afternoon,Weekend,2017-03-18,2.5
15690,8394,Cake,Afternoon,Weekend,2017-03-18,2.5
15691,8394,Bread,Afternoon,Weekend,2017-03-18,1.4
15692,8394,Tea,Afternoon,Weekend,2017-03-18,1.2
15693,8395,Coffee,Afternoon,Weekend,2017-03-18,2.2
15694,8395,Tea,Afternoon,Weekend,2017-03-18,1.2
15695,8396,Scone,Afternoon,Weekend,2017-03-18,1.75
15696,8397,Hot chocolate,Afternoon,Weekend,2017-03-18,1.9
15697,8397,Coffee,Afternoon,Weekend,2017-03-18,2.2
15698,8397,Cake,Afternoon,Weekend,2017-03-18,2.5
15699,8399,Tea,Afternoon,Weekend,2017-03-18,1.2
15700,8400,Tea,Afternoon,Weekend,2017-03-18,1.2
15701,8400,Cookies,Afternoon,Weekend,2017-03-18,1.25
15702,8400,Cake,Afternoon,Weekend,2017-03-18,2.5
15703,8401,Coffee,Afternoon,Weekend,2017-03-18,2.2
15704,8401,Tea,Afternoon,Weekend,2017-03-18,1.2
15705,8401,Cake,Afternoon,Weekend,2017-03-18,2.5
15706,8402,Coffee,Afternoon,Weekend,2017-03-18,2.2
15707,8402,Soup,Afternoon,Weekend,2017-03-18,2.75
15708,8402,Sandwich,Afternoon,Weekend,2017-03-18,3.8
15709,8402,Cake,Afternoon,Weekend,2017-03-18,2.5
15710,8403,Coffee,Evening,Weekend,2017-03-18,2.2
15711,8403,Coke,Evening,Weekend,2017-03-18,1.1
15712,8404,Coffee,Morning,Weekend,2017-03-19,2.2
15713,8405,Coffee,Morning,Weekend,2017-03-19,2.2
15714,8406,Coffee,Morning,Weekend,2017-03-19,2.2
15715,8407,Scone,Morning,Weekend,2017-03-19,1.75
15716,8407,Coffee,Morning,Weekend,2017-03-19,2.2
15717,8407,Bread,Morning,Weekend,2017-03-19,1.4
15718,8408,Coffee,Morning,Weekend,2017-03-19,2.2
15719,8408,Croissant,Morning,Weekend,2017-03-19,1.6
15720,8409,Bread,Morning,Weekend,2017-03-19,1.4
15721,8410,Tea,Morning,Weekend,2017-03-19,1.2
15722,8411,Bread,Morning,Weekend,2017-03-19,1.4
15723,8412,Coffee,Morning,Weekend,2017-03-19,2.2
15724,8412,Coffee,Morning,Weekend,2017-03-19,2.2
15725,8412,Cake,Morning,Weekend,2017-03-19,2.5
15726,8413,Tea,Morning,Weekend,2017-03-19,1.2
15727,8414,Coffee,Morning,Weekend,2017-03-19,2.2
15728,8414,Coffee,Morning,Weekend,2017-03-19,2.2
15729,8414,Croissant,Morning,Weekend,2017-03-19,1.6
15730,8415,Coffee,Morning,Weekend,2017-03-19,2.2
15731,8415,Bread,Morning,Weekend,2017-03-19,1.4
15732,8415,Bread,Morning,Weekend,2017-03-19,1.4
15733,8416,Bread,Morning,Weekend,2017-03-19,1.4
15734,8416,Croissant,Morning,Weekend,2017-03-19,1.6
15735,8417,Coffee,Morning,Weekend,2017-03-19,2.2
15736,8418,Tea,Morning,Weekend,2017-03-19,1.2
15737,8418,Tea,Morning,Weekend,2017-03-19,1.2
15738,8418,Scone,Morning,Weekend,2017-03-19,1.75
15739,8419,Hot chocolate,Morning,Weekend,2017-03-19,1.9
15740,8419,Tea,Morning,Weekend,2017-03-19,1.2
15741,8419,Bread,Morning,Weekend,2017-03-19,1.4
15742,8419,Cake,Morning,Weekend,2017-03-19,2.5
15743,8420,Bread,Morning,Weekend,2017-03-19,1.4
15744,8421,Bread,Morning,Weekend,2017-03-19,1.4
15745,8422,Truffles,Morning,Weekend,2017-03-19,3.95
15746,8422,Juice,Morning,Weekend,2017-03-19,2.4
15747,8422,Coffee,Morning,Weekend,2017-03-19,2.2
15748,8423,Coffee,Morning,Weekend,2017-03-19,2.2
15749,8424,Bread,Morning,Weekend,2017-03-19,1.4
15750,8424,Bread,Morning,Weekend,2017-03-19,1.4
15751,8425,Bread,Afternoon,Weekend,2017-03-19,1.4
15752,8426,Farm House,Afternoon,Weekend,2017-03-19,2.9
15753,8427,Coffee,Afternoon,Weekend,2017-03-19,2.2
15754,8427,Scone,Afternoon,Weekend,2017-03-19,1.75
15755,8428,Bread,Afternoon,Weekend,2017-03-19,1.4
15756,8429,Coffee,Afternoon,Weekend,2017-03-19,2.2
15757,8429,Coffee,Afternoon,Weekend,2017-03-19,2.2
15758,8429,Coffee,Afternoon,Weekend,2017-03-19,2.2
15759,8430,Hot chocolate,Afternoon,Weekend,2017-03-19,1.9
15760,8431,Coffee,Afternoon,Weekend,2017-03-19,2.2
15761,8431,Coffee,Afternoon,Weekend,2017-03-19,2.2
15762,8431,Cake,Afternoon,Weekend,2017-03-19,2.5
15763,8431,Scone,Afternoon,Weekend,2017-03-19,1.75
15764,8432,Coffee,Afternoon,Weekend,2017-03-19,2.2
15765,8433,Tea,Afternoon,Weekend,2017-03-19,1.2
15766,8433,Cookies,Afternoon,Weekend,2017-03-19,1.25
15767,8434,Coffee,Afternoon,Weekend,2017-03-19,2.2
15768,8434,Bread,Afternoon,Weekend,2017-03-19,1.4
