,rooms,type,price,date,distance,bedrooms,bathrooms,car,land_area,building_area,year_built,council_area,region
11126,3,h,930000.0,12/08/2017,26.5,3.0,1.0,4.0,905.0,,,Yarra Ranges,Eastern Victoria
11127,4,h,1800000.0,12/08/2017,21.5,4.0,2.0,2.0,656.0,303.0,1950.0,Kingston,South-Eastern
11128,4,h,1440000.0,12/08/2017,21.5,4.0,2.0,2.0,695.0,,,Kingston,South-Eastern
11129,3,t,900000.0,12/08/2017,14.2,3.0,2.0,2.0,344.0,3.0,2000.0,Monash,Eastern
11130,2,u,730000.0,12/08/2017,14.2,2.0,1.0,1.0,292.0,,,Monash,Eastern
11131,5,h,2558000.0,12/08/2017,14.2,5.0,5.0,2.0,667.0,431.0,2015.0,Monash,Eastern
11132,4,h,1001000.0,12/08/2017,18.8,4.0,2.0,7.0,771.0,,,Monash,South-Eastern
11133,4,h,655000.0,12/08/2017,34.1,4.0,2.0,2.0,638.0,,,Casey,South-Eastern
11134,2,h,1050000.0,12/08/2017,6.2,2.0,1.0,0.0,571.0,,,Hobsons Bay,Western
11135,3,t,730000.0,12/08/2017,6.2,3.0,2.0,2.0,200.0,126.7,2005.0,Hobsons Bay,Western
11136,3,h,1195000.0,12/08/2017,6.2,3.0,2.0,2.0,358.0,,2017.0,Hobsons Bay,Western
11137,4,h,923000.0,12/08/2017,6.2,4.0,2.0,2.0,224.0,,,Hobsons Bay,Western
11138,2,u,600000.0,12/08/2017,6.2,2.0,1.0,1.0,163.0,,1990.0,Hobsons Bay,Western
11139,3,h,1230000.0,12/08/2017,10.4,3.0,2.0,1.0,324.0,207.0,2016.0,Moonee Valley,Western
11140,4,h,1475000.0,12/08/2017,1.8,4.0,2.0,1.0,137.0,,,Melbourne,Northern
11141,2,u,450000.0,12/08/2017,1.8,2.0,1.0,1.0,0.0,,1983.0,Melbourne,Northern
11142,2,u,525000.0,12/08/2017,1.8,2.0,1.0,1.0,1618.0,,,Melbourne,Northern
11143,3,h,1225000.0,12/08/2017,5.3,3.0,1.0,2.0,260.0,,,Darebin,Northern
11144,4,h,1955000.0,12/08/2017,5.3,4.0,2.0,1.0,5.0,,,Darebin,Northern
11145,3,h,2775000.0,12/08/2017,5.3,3.0,1.0,2.0,901.0,,,Darebin,Northern
11146,3,h,1310000.0,12/08/2017,15.4,3.0,1.0,2.0,717.0,,,Whitehorse,Eastern
11147,4,h,1415000.0,12/08/2017,12.3,4.0,2.0,3.0,588.0,,1970.0,Monash,Southern
11148,2,u,601000.0,12/08/2017,15.5,2.0,1.0,1.0,0.0,62.0,1980.0,Monash,South-Eastern
11149,2,u,440000.0,12/08/2017,11.4,2.0,1.0,1.0,1100.0,,,Glen Eira,Southern
11150,1,u,370000.0,12/08/2017,11.4,1.0,1.0,1.0,2029.0,54.0,2009.0,Glen Eira,Southern
11151,3,h,1051000.0,12/08/2017,21.5,3.0,2.0,2.0,597.0,,,Kingston,South-Eastern
11152,3,t,1206000.0,12/08/2017,21.5,3.0,2.0,2.0,300.0,,,Kingston,South-Eastern
11153,3,t,900000.0,12/08/2017,8.5,3.0,2.0,1.0,0.0,149.0,2014.0,Moreland,Northern
11154,3,h,940000.0,12/08/2017,8.5,3.0,1.0,2.0,587.0,,,Moreland,Northern
11155,1,u,257500.0,12/08/2017,8.5,1.0,1.0,1.0,0.0,35.0,1970.0,Moreland,Northern
11156,1,u,257500.0,12/08/2017,8.5,1.0,1.0,1.0,995.0,35.0,1970.0,Moreland,Northern
11157,3,h,1114000.0,12/08/2017,8.5,3.0,2.0,2.0,256.0,190.0,2017.0,Moreland,Northern
11158,3,h,520000.0,12/08/2017,14.7,3.0,2.0,2.0,312.0,185.0,2014.0,Wyndham,Western
11159,4,h,715000.0,12/08/2017,14.7,4.0,2.0,2.0,630.0,,2006.0,Wyndham,Western
11160,3,h,1900000.0,12/08/2017,3.5,3.0,2.0,3.0,337.0,,,Port Phillip,Southern
11161,2,u,1480000.0,12/08/2017,3.5,2.0,2.0,2.0,0.0,,2000.0,Port Phillip,Southern
11162,2,u,760000.0,12/08/2017,3.5,2.0,2.0,1.0,0.0,77.0,2013.0,Port Phillip,Southern
11163,4,h,2635000.0,12/08/2017,4.6,4.0,2.0,2.0,401.0,154.0,1910.0,Stonnington,Southern
11164,2,h,1250000.0,12/08/2017,4.6,2.0,1.0,0.0,192.0,100.0,1910.0,Stonnington,Southern
11165,1,u,400000.0,12/08/2017,4.6,1.0,1.0,2.0,0.0,50.0,1960.0,Stonnington,Southern
11166,4,h,4200000.0,12/08/2017,4.6,4.0,2.0,2.0,787.0,275.0,1930.0,Stonnington,Southern
11167,2,h,1310000.0,12/08/2017,4.6,2.0,2.0,1.0,78.0,,,Stonnington,Southern
11168,2,u,626000.0,12/08/2017,4.6,2.0,1.0,2.0,0.0,78.0,2000.0,Stonnington,Southern
11169,3,h,1270000.0,12/08/2017,8.4,3.0,2.0,2.0,585.0,,,Darebin,Northern
11170,3,h,980000.0,12/08/2017,8.4,3.0,1.0,5.0,581.0,,,Darebin,Northern
11171,4,h,1148000.0,12/08/2017,8.4,4.0,1.0,2.0,552.0,140.0,1940.0,Darebin,Northern
11172,3,h,1540000.0,12/08/2017,3.5,3.0,2.0,1.0,288.0,,,Yarra,Northern
11173,4,h,1210000.0,12/08/2017,12.0,4.0,3.0,4.0,725.0,,,Darebin,Northern
11174,3,h,935000.0,12/08/2017,12.0,3.0,1.0,2.0,529.0,99.0,1960.0,Darebin,Northern
11175,3,h,510000.0,12/08/2017,12.0,3.0,2.0,2.0,292.0,119.0,1950.0,Darebin,Northern
11176,5,h,861000.0,12/08/2017,12.0,5.0,3.0,2.0,650.0,,,Darebin,Northern
11177,3,h,732000.0,12/08/2017,12.0,3.0,1.0,2.0,952.0,,,Darebin,Northern
11178,4,h,755000.0,12/08/2017,12.0,4.0,2.0,2.0,479.0,157.0,1995.0,Darebin,Northern
11179,1,u,325000.0,12/08/2017,12.0,1.0,1.0,1.0,60.0,,1970.0,Darebin,Northern
11180,4,h,1200000.0,12/08/2017,12.0,4.0,2.0,2.0,499.0,260.0,1940.0,Darebin,Northern
11181,3,h,1450000.0,12/08/2017,19.9,3.0,2.0,2.0,1555.0,,,Maroondah,Eastern
11182,3,h,800000.0,12/08/2017,19.9,3.0,2.0,1.0,461.0,133.0,2005.0,Maroondah,Eastern
11183,2,u,655000.0,12/08/2017,19.9,2.0,1.0,1.0,306.0,,,Maroondah,Eastern
11184,4,h,812000.0,12/08/2017,19.9,4.0,2.0,2.0,962.0,,,Maroondah,Eastern
11185,3,h,1400000.0,12/08/2017,8.9,3.0,2.0,2.0,697.0,,,Banyule,Eastern
11186,5,h,1170000.0,12/08/2017,8.9,5.0,3.0,3.0,694.0,210.0,1975.0,Banyule,Eastern
11187,5,h,970000.0,12/08/2017,23.5,5.0,3.0,2.0,725.0,,,Knox,South-Eastern
11188,5,h,3350000.0,12/08/2017,15.2,5.0,4.0,4.0,700.0,,,Bayside,Southern
11189,5,h,2255000.0,12/08/2017,15.2,5.0,3.0,2.0,556.0,,2012.0,Bayside,Southern
11190,3,h,870000.0,12/08/2017,22.2,3.0,2.0,2.0,590.0,151.0,1981.0,Knox,Eastern
11191,4,h,1870000.0,12/08/2017,5.1,4.0,2.0,2.0,457.0,,,Maribyrnong,Western
11192,3,t,1750000.0,12/08/2017,1.9,3.0,3.0,2.0,100.0,,,Port Phillip,Southern
11193,4,h,1800000.0,12/08/2017,1.9,4.0,3.0,1.0,153.0,93.0,1900.0,Port Phillip,Southern
11194,4,h,3825000.0,12/08/2017,1.9,4.0,3.0,0.0,280.0,,1890.0,Port Phillip,Southern
11195,4,h,485000.0,12/08/2017,20.5,4.0,2.0,2.0,196.0,163.0,2008.0,Whittlesea,Northern
11196,2,u,1350000.0,12/08/2017,2.7,2.0,2.0,1.0,0.0,109.0,1930.0,Melbourne,Southern
11197,3,u,940000.0,12/08/2017,2.7,3.0,2.0,3.0,0.0,20.0,,Melbourne,Southern
11198,1,u,410000.0,12/08/2017,2.7,1.0,1.0,1.0,0.0,50.0,1960.0,Stonnington,Southern
11199,2,u,980000.0,12/08/2017,2.7,2.0,1.0,0.0,0.0,,,Stonnington,Southern
11200,1,u,380000.0,12/08/2017,2.7,1.0,1.0,0.0,0.0,,,Stonnington,Southern
11201,2,u,625000.0,12/08/2017,0.7,2.0,1.0,1.0,0.0,88.0,,Melbourne,Southern
11202,6,h,917000.0,12/08/2017,20.8,6.0,2.0,2.0,869.0,,,Greater Dandenong,South-Eastern
11203,4,h,632500.0,12/08/2017,14.0,4.0,2.0,2.0,592.0,,,Brimbank,Western
11204,3,h,702000.0,12/08/2017,14.0,0.0,0.0,0.0,600.0,,,Brimbank,Western
11205,2,u,701000.0,12/08/2017,5.0,2.0,1.0,0.0,0.0,107.0,1950.0,Port Phillip,Southern
11206,4,h,1600000.0,12/08/2017,5.0,4.0,2.0,3.0,613.0,160.0,1910.0,Port Phillip,Southern
11207,7,h,2000000.0,12/08/2017,8.2,7.0,3.0,4.0,608.0,355.0,1999.0,Moonee Valley,Western
11208,4,h,1610000.0,12/08/2017,8.2,4.0,3.0,2.0,861.0,274.0,1955.0,Moonee Valley,Western
11209,3,h,1742000.0,12/08/2017,8.2,3.0,2.0,3.0,697.0,,,Moonee Valley,Western
11210,3,h,1016000.0,12/08/2017,8.2,3.0,2.0,1.0,304.0,,,Moonee Valley,Western
11211,3,h,700000.0,12/08/2017,10.5,3.0,2.0,1.0,485.0,130.0,1950.0,Brimbank,Western
11212,2,h,615000.0,12/08/2017,10.5,2.0,1.0,0.0,418.0,94.0,1940.0,Brimbank,Western
11213,3,h,650000.0,12/08/2017,10.5,3.0,1.0,2.0,691.0,,,Brimbank,Western
11214,5,h,2400000.0,12/08/2017,10.2,5.0,3.0,2.0,593.0,309.0,2016.0,Whitehorse,Southern
11215,3,t,938000.0,12/08/2017,10.2,3.0,1.0,2.0,271.0,,,Whitehorse,Southern
11216,4,h,2290000.0,12/08/2017,10.2,4.0,2.0,2.0,910.0,,,Boroondara,Southern
11217,3,h,1775000.0,12/08/2017,10.2,3.0,2.0,2.0,780.0,,,Boroondara,Southern
11218,3,h,659500.0,12/08/2017,18.0,3.0,2.0,4.0,665.0,,,Brimbank,Western
11219,4,h,505000.0,12/08/2017,18.4,4.0,2.0,2.0,498.0,167.0,2010.0,Wyndham,Western
11220,4,h,560000.0,12/08/2017,18.4,4.0,2.0,2.0,452.0,159.0,2009.0,Wyndham,Western
11221,4,h,701000.0,12/08/2017,15.5,4.0,2.0,2.0,651.0,,,Brimbank,Western
11222,4,h,2600000.0,12/08/2017,15.5,4.0,2.0,3.0,1330.0,,,Manningham,Eastern
11223,4,h,1205000.0,12/08/2017,15.5,4.0,2.0,2.0,646.0,167.0,1980.0,Manningham,Eastern
11224,5,h,1750000.0,12/08/2017,15.5,5.0,3.0,2.0,787.0,334.0,1990.0,Manningham,Eastern
11225,4,h,1350000.0,12/08/2017,15.5,4.0,2.0,2.0,1025.0,,1980.0,Manningham,Eastern
11226,5,h,2300000.0,12/08/2017,15.5,5.0,3.0,3.0,4001.0,,1995.0,Manningham,Eastern
11227,5,h,2330000.0,12/08/2017,15.5,5.0,2.0,2.0,862.0,,,Manningham,Eastern
11228,3,h,1350000.0,12/08/2017,12.4,3.0,2.0,3.0,725.0,,,Manningham,Eastern
11229,5,h,1410000.0,12/08/2017,12.4,5.0,2.0,2.0,648.0,250.0,1975.0,Manningham,Eastern
11230,3,h,1204000.0,12/08/2017,12.4,3.0,1.0,2.0,716.0,,,Manningham,Eastern
11231,3,h,610000.0,12/08/2017,27.0,3.0,1.0,0.0,1281.0,,,Knox,Eastern
11232,4,h,760000.0,12/08/2017,15.3,4.0,1.0,2.0,695.0,,,Whittlesea,Northern
11233,3,h,670000.0,12/08/2017,15.3,3.0,2.0,2.0,541.0,121.0,1980.0,Whittlesea,Northern
11234,3,u,1860000.0,12/08/2017,4.1,3.0,2.0,2.0,0.0,176.0,1930.0,Stonnington,Southern
11235,3,u,1400000.0,12/08/2017,4.1,3.0,2.0,2.0,0.0,,1975.0,Stonnington,Southern
11236,3,u,1350000.0,12/08/2017,4.1,3.0,2.0,1.0,187.0,133.0,1940.0,Stonnington,Southern
11237,4,h,2070000.0,12/08/2017,4.3,4.0,3.0,2.0,291.0,,,Moonee Valley,Western
11238,3,h,865000.0,12/08/2017,17.2,3.0,1.0,2.0,603.0,,,Whitehorse,Eastern
11239,4,h,980000.0,12/08/2017,17.2,4.0,2.0,0.0,539.0,192.0,1978.0,Whitehorse,Eastern
11240,4,h,950000.0,12/08/2017,17.2,4.0,2.0,2.0,660.0,,,Whitehorse,Eastern
11241,4,h,1295000.0,12/08/2017,8.9,4.0,2.0,2.0,702.0,,,Banyule,Eastern
11242,4,h,788800.0,12/08/2017,14.5,4.0,2.0,4.0,631.0,,,Banyule,Northern
11243,3,h,900000.0,12/08/2017,14.5,3.0,2.0,2.0,280.0,,,Banyule,Northern
11244,3,h,700000.0,12/08/2017,14.5,3.0,1.0,1.0,530.0,,,Banyule,Northern
11245,4,h,455000.0,12/08/2017,14.7,4.0,1.0,4.0,534.0,101.0,1983.0,Wyndham,Western
11246,3,h,483000.0,12/08/2017,14.7,3.0,1.0,2.0,569.0,,,Wyndham,Western
11247,3,h,455000.0,12/08/2017,14.7,3.0,1.0,1.0,610.0,125.0,1980.0,Wyndham,Western
11248,4,h,1276000.0,12/08/2017,6.4,4.0,2.0,1.0,323.0,130.0,1945.0,Maribyrnong,Western
11249,3,h,700000.0,12/08/2017,16.5,3.0,2.0,4.0,673.0,,1980.0,Hume,Northern
11250,3,h,729000.0,12/08/2017,16.5,3.0,1.0,1.0,672.0,,,Hume,Northern
11251,4,h,1184000.0,12/08/2017,16.7,4.0,2.0,2.0,700.0,,,Monash,South-Eastern
11252,4,h,1157000.0,12/08/2017,16.7,4.0,2.0,2.0,752.0,162.0,1971.0,Monash,South-Eastern
11253,5,h,1100000.0,12/08/2017,16.7,5.0,2.0,2.0,672.0,237.0,1970.0,Monash,South-Eastern
11254,4,h,2200000.0,12/08/2017,6.8,4.0,3.0,2.0,650.0,,,Hobsons Bay,Western
11255,2,h,865000.0,12/08/2017,4.6,2.0,2.0,0.0,70.0,,,Stonnington,Southern
11256,3,h,900000.0,12/08/2017,25.2,3.0,2.0,2.0,0.0,177.0,,Manningham,Eastern Victoria
11257,4,h,500000.0,12/08/2017,27.2,4.0,2.0,1.0,512.0,179.0,2005.0,Wyndham,Western
11258,4,h,1142000.0,12/08/2017,6.3,4.0,3.0,2.0,234.0,176.0,2012.0,Maribyrnong,Western
11259,3,h,1100000.0,12/08/2017,6.3,3.0,1.0,6.0,732.0,,,Maribyrnong,Western
11260,2,h,780000.0,12/08/2017,6.3,2.0,1.0,1.0,178.0,84.0,2013.0,Maribyrnong,Western
11261,3,h,920000.0,12/08/2017,6.3,3.0,2.0,2.0,182.0,,,Maribyrnong,Western
11262,2,u,500000.0,12/08/2017,6.3,2.0,1.0,1.0,0.0,85.0,,Maribyrnong,Western
11263,4,h,655000.0,15/07/2017,14.0,4.0,3.0,3.0,531.0,,,Brimbank,Western
11264,4,h,890000.0,15/07/2017,11.0,4.0,1.0,1.0,499.0,,,Hobsons Bay,Western
11265,4,h,935000.0,15/07/2017,11.0,4.0,2.0,2.0,629.0,180.0,1985.0,Hobsons Bay,Western
11266,3,t,815000.0,15/07/2017,11.0,3.0,2.0,2.0,159.0,130.0,2014.0,Hobsons Bay,Western
11267,3,u,440500.0,15/07/2017,15.5,3.0,1.0,1.0,205.0,,1990.0,Hobsons Bay,Western
11268,3,u,451500.0,15/07/2017,9.4,3.0,1.0,1.0,180.0,88.0,1965.0,Hobsons Bay,Western
11269,3,u,825000.0,15/07/2017,4.3,3.0,2.0,2.0,2905.0,164.0,2005.0,Moonee Valley,Western
11270,2,u,425500.0,15/07/2017,4.3,2.0,1.0,1.0,1727.0,82.0,1960.0,Moonee Valley,Western
11271,2,h,920000.0,15/07/2017,4.3,2.0,2.0,0.0,234.0,,1910.0,Moonee Valley,Western
11272,3,t,762000.0,15/07/2017,4.3,3.0,1.0,1.0,0.0,,,Moonee Valley,Western
11273,3,h,1306000.0,15/07/2017,4.3,3.0,1.0,0.0,199.0,126.0,1900.0,Moonee Valley,Western
11274,2,u,566000.0,15/07/2017,4.3,2.0,1.0,1.0,1017.0,,1972.0,Moonee Valley,Western
11275,3,h,1420000.0,15/07/2017,10.2,3.0,1.0,1.0,726.0,130.0,1965.0,Monash,Southern
11276,3,t,805000.0,15/07/2017,21.5,3.0,2.0,2.0,0.0,164.0,2006.0,Kingston,South-Eastern
11277,4,h,934000.0,15/07/2017,9.5,4.0,2.0,1.0,581.0,163.0,1975.0,Moonee Valley,Western
11278,2,u,585000.0,15/07/2017,6.4,2.0,1.0,1.0,598.0,,,Port Phillip,Southern
11279,3,h,2330000.0,15/07/2017,7.9,3.0,2.0,4.0,656.0,210.0,1970.0,Boroondara,Southern
11280,3,t,1721000.0,15/07/2017,9.7,3.0,2.0,2.0,301.0,,1995.0,Boroondara,Southern
11281,3,h,650000.0,15/07/2017,23.2,3.0,1.0,2.0,787.0,,,Maroondah,Eastern
11282,3,h,762000.0,15/07/2017,23.2,3.0,2.0,2.0,792.0,148.0,1980.0,Maroondah,Eastern
11283,4,h,1384000.0,15/07/2017,13.8,4.0,3.0,2.0,631.0,,,Glen Eira,Southern
11284,3,h,1350000.0,15/07/2017,13.4,3.0,2.0,1.0,601.0,,,Whitehorse,Eastern
11285,3,h,1070000.0,15/07/2017,13.4,3.0,1.0,2.0,448.0,96.0,1950.0,Whitehorse,Eastern
11286,2,h,1500000.0,15/07/2017,13.4,2.0,1.0,1.0,1021.0,,,Whitehorse,Eastern
11287,3,h,1200000.0,15/07/2017,13.4,3.0,2.0,2.0,567.0,,,Whitehorse,Eastern
11288,6,h,1200000.0,15/07/2017,13.4,6.0,2.0,2.0,675.0,,,Whitehorse,Eastern
11289,3,h,1100000.0,15/07/2017,13.4,3.0,1.0,1.0,614.0,,,Whitehorse,Eastern
11290,2,u,706000.0,15/07/2017,13.4,2.0,1.0,1.0,305.0,305.0,1940.0,Whitehorse,Eastern
11291,3,h,785000.0,15/07/2017,25.0,3.0,2.0,2.0,723.0,138.0,1980.0,Knox,Eastern
11292,4,h,950000.0,15/07/2017,25.0,4.0,2.0,4.0,2033.0,255.0,1970.0,Knox,Eastern
11293,4,h,2800000.0,15/07/2017,10.5,4.0,3.0,2.0,498.0,226.0,1900.0,Bayside,Southern
11294,1,u,290000.0,15/07/2017,10.5,1.0,1.0,1.0,0.0,35.0,1960.0,Bayside,Southern
11295,3,h,570500.0,15/07/2017,14.0,3.0,1.0,1.0,640.0,92.0,1965.0,Hume,Northern
11296,4,h,631000.0,15/07/2017,14.0,4.0,2.0,2.0,696.0,158.0,1960.0,Hume,Northern
11297,2,u,372100.0,15/07/2017,6.4,2.0,1.0,1.0,0.0,66.0,2000.0,Hobsons Bay,Western
11298,4,h,1350000.0,15/07/2017,5.2,4.0,2.0,1.0,372.0,184.0,1920.0,Moreland,Northern
11299,5,h,1300000.0,15/07/2017,5.2,5.0,2.0,0.0,479.0,,,Moreland,Northern
11300,1,u,315000.0,15/07/2017,5.2,1.0,1.0,1.0,0.0,,,Moreland,Northern
11301,2,t,702500.0,15/07/2017,4.0,2.0,2.0,1.0,65.0,78.0,2013.0,Moreland,Northern
11302,1,u,275000.0,15/07/2017,5.2,1.0,1.0,1.0,1388.0,36.0,1970.0,Moreland,Northern
11303,2,h,835000.0,15/07/2017,5.2,2.0,1.0,1.0,207.0,77.0,1950.0,Moreland,Northern
11304,10,h,900000.0,15/07/2017,12.1,10.0,3.0,2.0,313.0,,2006.0,Darebin,Northern
11305,3,h,710000.0,15/07/2017,12.1,3.0,1.0,1.0,540.0,142.0,1968.0,Banyule,Northern
11306,3,h,1320000.0,15/07/2017,14.7,3.0,1.0,1.0,620.0,,,Whitehorse,Eastern
11307,2,u,480000.0,15/07/2017,10.1,2.0,1.0,1.0,830.0,,,Glen Eira,Southern
11308,3,h,1840000.0,15/07/2017,10.1,3.0,2.0,1.0,483.0,171.0,1920.0,Glen Eira,Southern
11309,2,u,430000.0,15/07/2017,10.1,2.0,1.0,1.0,2048.0,68.0,1960.0,Glen Eira,Southern
11310,3,h,525000.0,15/07/2017,14.8,3.0,1.0,1.0,400.0,,,Melton,Western
11311,2,t,495000.0,15/07/2017,31.2,2.0,1.0,1.0,198.0,94.0,1980.0,Kingston,South-Eastern
11312,2,h,403500.0,15/07/2017,34.9,2.0,2.0,3.0,339.0,101.0,2009.0,Frankston,South-Eastern
11313,4,h,1550000.0,15/07/2017,8.4,4.0,2.0,1.0,642.0,,,Glen Eira,Southern
11314,1,u,361000.0,15/07/2017,7.8,1.0,1.0,1.0,60.0,53.0,1975.0,Glen Eira,Southern
11315,3,u,960000.0,15/07/2017,11.7,3.0,2.0,2.0,382.0,151.0,2000.0,Monash,Southern
11316,3,u,696000.0,15/07/2017,16.7,3.0,1.0,2.0,259.0,,,Monash,South-Eastern
11317,5,h,1115000.0,15/07/2017,16.7,5.0,2.0,2.0,590.0,,,Monash,South-Eastern
11318,3,h,1950000.0,15/07/2017,16.7,3.0,1.0,2.0,734.0,,,Monash,South-Eastern
11319,4,h,962000.0,15/07/2017,17.5,4.0,2.0,4.0,724.0,,,Kingston,South-Eastern
11320,3,h,900000.0,15/07/2017,6.7,3.0,1.0,0.0,227.0,102.0,1920.0,Moreland,Northern
11321,1,u,365000.0,15/07/2017,2.0,1.0,1.0,0.0,0.0,46.0,1960.0,Yarra,Northern
11322,2,t,310000.0,15/07/2017,20.6,2.0,1.0,1.0,38.0,114.0,2013.0,Hume,Northern
11323,3,h,662000.0,15/07/2017,23.0,3.0,1.0,1.0,396.0,120.0,1950.0,Maroondah,Eastern
11324,3,u,625500.0,15/07/2017,23.0,3.0,1.0,2.0,397.0,,1950.0,Maroondah,Eastern
11325,3,h,459000.0,15/07/2017,14.0,3.0,1.0,0.0,583.0,,1970.0,Hume,Northern
11326,3,h,420500.0,15/07/2017,14.0,3.0,1.0,1.0,650.0,,,Hume,Northern
11327,4,h,583000.0,15/07/2017,24.7,4.0,1.0,2.0,757.0,,,Greater Dandenong,South-Eastern
11328,3,h,618500.0,15/07/2017,24.7,3.0,1.0,2.0,540.0,,,Greater Dandenong,South-Eastern
11329,3,h,727000.0,15/07/2017,24.7,3.0,1.0,1.0,763.0,,,Greater Dandenong,South-Eastern
11330,3,h,535000.0,15/07/2017,14.8,3.0,1.0,0.0,675.0,,,Brimbank,Western
11331,3,h,560000.0,15/07/2017,18.0,3.0,2.0,2.0,543.0,153.0,1995.0,Brimbank,Western
11332,4,h,860000.0,15/07/2017,14.7,4.0,2.0,2.0,663.0,,,Brimbank,Western
11333,3,t,802000.0,15/07/2017,22.2,3.0,2.0,2.0,251.0,185.0,1998.0,Kingston,South-Eastern
11334,3,h,800000.0,15/07/2017,22.2,3.0,2.0,4.0,801.0,150.0,1980.0,Kingston,South-Eastern
11335,4,h,854000.0,15/07/2017,22.2,4.0,2.0,2.0,676.0,181.0,1975.0,Kingston,South-Eastern
11336,3,h,1735000.0,15/07/2017,14.3,3.0,1.0,2.0,725.0,,,Manningham,Eastern
11337,3,t,920000.0,15/07/2017,16.1,3.0,2.0,2.0,239.0,187.0,2007.0,Manningham,Eastern
11338,3,h,904000.0,15/07/2017,16.1,3.0,1.0,2.0,720.0,116.0,1960.0,Manningham,Eastern
11339,3,h,500000.0,15/07/2017,28.8,3.0,1.0,3.0,621.0,,1955.0,Casey,South-Eastern
11340,3,h,1440000.0,15/07/2017,8.9,3.0,1.0,2.0,598.0,116.0,1955.0,Banyule,Eastern
11341,3,u,900000.0,15/07/2017,7.2,3.0,2.0,2.0,0.0,,,Glen Eira,Southern
11342,2,u,540000.0,15/07/2017,18.0,2.0,1.0,1.0,132.0,,,Nillumbik,Eastern
11343,4,h,1054000.0,15/07/2017,18.0,4.0,3.0,2.0,791.0,230.0,1974.0,Nillumbik,Eastern
11344,4,h,625000.0,15/07/2017,28.5,4.0,2.0,2.0,669.0,165.0,1980.0,Casey,South-Eastern
11345,3,h,600000.0,15/07/2017,19.6,3.0,1.0,2.0,524.0,155.0,1970.0,Whittlesea,Northern
11346,2,t,401500.0,15/07/2017,19.6,2.0,2.0,1.0,149.0,,,Whittlesea,Northern
11347,3,h,630000.0,15/07/2017,19.6,3.0,2.0,2.0,388.0,127.0,2012.0,Whittlesea,Northern
11348,4,h,1012000.0,15/07/2017,19.6,4.0,3.0,3.0,631.0,355.0,2009.0,Whittlesea,Northern
11349,4,h,565000.0,15/07/2017,19.6,4.0,2.0,2.0,548.0,110.0,1985.0,Whittlesea,Northern
11350,2,u,502500.0,15/07/2017,7.5,2.0,1.0,1.0,0.0,62.0,1980.0,Moonee Valley,Western
11351,3,h,1550000.0,15/07/2017,7.5,3.0,1.0,1.0,730.0,,,Moonee Valley,Western
11352,2,u,420000.0,15/07/2017,7.5,2.0,1.0,1.0,0.0,,,Moonee Valley,Western
11353,2,u,785000.0,15/07/2017,8.2,2.0,1.0,2.0,145.0,,,Moonee Valley,Western
11354,3,h,1410000.0,15/07/2017,7.5,3.0,2.0,1.0,585.0,198.0,1950.0,Moonee Valley,Western
11355,3,h,750000.0,15/07/2017,13.1,3.0,1.0,1.0,724.0,,,Moreland,Northern
11356,4,h,748888.0,15/07/2017,24.8,4.0,2.0,4.0,1014.0,280.0,1960.0,Knox,Eastern
11357,4,h,850000.0,15/07/2017,24.8,4.0,2.0,1.0,738.0,148.0,1985.0,Knox,Eastern
11358,1,u,490000.0,15/07/2017,2.1,1.0,1.0,1.0,0.0,57.0,2013.0,Yarra,Northern
11359,1,u,381000.0,15/07/2017,3.6,1.0,1.0,1.0,454.0,,,Yarra,Northern
11360,2,u,650000.0,15/07/2017,3.6,2.0,1.0,1.0,0.0,,,Yarra,Northern
11361,3,h,1502000.0,15/07/2017,3.6,3.0,1.0,0.0,179.0,,,Yarra,Northern
11362,3,h,878000.0,15/07/2017,5.1,3.0,2.0,2.0,163.0,,,Maribyrnong,Western
11363,3,u,440000.0,15/07/2017,5.1,3.0,1.0,1.0,0.0,,,Maribyrnong,Western
11364,2,u,395000.0,15/07/2017,5.1,2.0,1.0,1.0,0.0,73.0,1970.0,Maribyrnong,Western
11365,2,h,991000.0,15/07/2017,5.1,2.0,1.0,1.0,318.0,106.0,1910.0,Maribyrnong,Western
11366,4,h,945000.0,15/07/2017,15.4,4.0,2.0,2.0,294.0,194.0,2010.0,Whitehorse,Eastern
11367,2,h,1020000.0,15/07/2017,15.4,2.0,1.0,1.0,581.0,116.4,1970.0,Whitehorse,Eastern
11368,6,h,1234000.0,15/07/2017,15.4,6.0,3.0,2.0,579.0,,,Whitehorse,Eastern
11369,3,h,506000.0,15/07/2017,38.0,3.0,1.0,4.0,578.0,123.0,1984.0,Frankston,South-Eastern
11370,4,h,755000.0,15/07/2017,38.0,4.0,1.0,1.0,622.0,163.0,1960.0,Frankston,South-Eastern
11371,4,h,807000.0,15/07/2017,45.9,4.0,2.0,3.0,40468.0,,,Macedon Ranges,Northern Victoria
11372,3,h,426000.0,15/07/2017,45.9,3.0,1.0,1.0,412.0,103.0,1950.0,Macedon Ranges,Northern Victoria
11373,2,u,540000.0,15/07/2017,7.3,2.0,1.0,1.0,0.0,77.0,1960.0,Boroondara,Southern
11374,2,u,960000.0,15/07/2017,16.7,2.0,1.0,1.0,229.0,101.0,1990.0,Monash,Eastern
11375,5,h,1116500.0,15/07/2017,16.7,5.0,2.0,2.0,701.0,182.85,1960.0,Monash,Eastern
11376,2,u,610000.0,15/07/2017,16.1,2.0,1.0,1.0,168.0,,1985.0,Banyule,Northern
